_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,question1,question2,question3,group,image_url,orig_question1,question1_gold,orig_question2,question2_gold,orig_question3,question3_gold,step1,step2,step3,tip1,tip2,tip3
799097371,10/20/2015 15:39:15,false,1776108057,,10/20/2015 15:37:25,false,neodev,0.7273,30586572,ECU,04,Azoguez,186.5.62.25,No,4,0,10,https://contribua.org/bairros/oeste/catole/Rua_Luisa_Bezerra_Mota__246_90.jpg,Are there buildings that appear to have been built at different time periods?,,Count visible different buildings,,Estimate the proportion of historic buildings,,Building ages,Buildings,Proportion of historic building,At least one counted building must appear to be built in a different time period,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually","Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)"
799097371,10/20/2015 18:05:24,false,1776429831,,10/20/2015 18:03:55,false,gifthunterclub,0.7273,31583992,VEN,"","",201.211.162.129,No,3,0,10,https://contribua.org/bairros/oeste/catole/Rua_Luisa_Bezerra_Mota__246_90.jpg,Are there buildings that appear to have been built at different time periods?,,Count visible different buildings,,Estimate the proportion of historic buildings,,Building ages,Buildings,Proportion of historic building,At least one counted building must appear to be built in a different time period,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually","Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)"
799097372,10/23/2015 03:38:23,false,1779109037,,10/23/2015 03:37:09,false,elite,0.7273,29216801,USA,"","",172.164.50.190,No,5,0,10,https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_270.jpg,Are there buildings that appear to have been built at different time periods?,,Count visible different buildings,,Estimate the proportion of historic buildings,,Building ages,Buildings,Proportion of historic building,At least one counted building must appear to be built in a different time period,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually","Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)"
799097373,10/21/2015 05:33:53,false,1777162498,,10/21/2015 05:32:11,false,elite,0.7,30688710,IDN,04,Jakarta,202.62.16.219,No,5,0,10,https://contribua.org/bairros/oeste/liberdade/Rua_Edesio_Silva__602__0.jpg,Are there buildings that appear to have been built at different time periods?,,Count visible different buildings,,Estimate the proportion of historic buildings,,Building ages,Buildings,Proportion of historic building,At least one counted building must appear to be built in a different time period,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually","Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)"
799097373,10/21/2015 06:01:41,false,1777175755,,10/21/2015 05:59:59,false,elite,0.7273,33018241,IDN,"","",114.79.32.104,No,4,0,10,https://contribua.org/bairros/oeste/liberdade/Rua_Edesio_Silva__602__0.jpg,Are there buildings that appear to have been built at different time periods?,,Count visible different buildings,,Estimate the proportion of historic buildings,,Building ages,Buildings,Proportion of historic building,At least one counted building must appear to be built in a different time period,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually","Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)"
799097374,10/23/2015 15:10:58,false,1779614880,,10/23/2015 15:07:04,false,neodev,0.75,34908441,IDN,08,Surabaya,36.74.222.211,No,3,0,10,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_270.jpg,Are there buildings that appear to have been built at different time periods?,,Count visible different buildings,,Estimate the proportion of historic buildings,,Building ages,Buildings,Proportion of historic building,At least one counted building must appear to be built in a different time period,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually","Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)"
799097374,10/24/2015 15:38:29,false,1780602900,,10/24/2015 15:35:40,false,personaly,0.8,34774522,ESP,60,Valencia,37.133.6.174,No,5,0,10,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_270.jpg,Are there buildings that appear to have been built at different time periods?,,Count visible different buildings,,Estimate the proportion of historic buildings,,Building ages,Buildings,Proportion of historic building,At least one counted building must appear to be built in a different time period,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually","Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)"
799097374,10/24/2015 15:39:26,false,1780604486,,10/24/2015 15:37:08,false,elite,1.0,30636018,IDN,04,Jakarta,202.62.17.156,No,3,0,10,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_270.jpg,Are there buildings that appear to have been built at different time periods?,,Count visible different buildings,,Estimate the proportion of historic buildings,,Building ages,Buildings,Proportion of historic building,At least one counted building must appear to be built in a different time period,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually","Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)"
799097375,10/20/2015 18:16:20,false,1776454668,,10/20/2015 18:14:53,false,gifthunterclub,0.7273,31583992,VEN,"","",201.211.162.129,No,3,0,10,https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_90.jpg,Are there buildings that appear to have been built at different time periods?,,Count visible different buildings,,Estimate the proportion of historic buildings,,Building ages,Buildings,Proportion of historic building,At least one counted building must appear to be built in a different time period,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually","Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)"
799097375,10/21/2015 05:59:57,false,1777175139,,10/21/2015 05:57:50,false,elite,0.7273,33018241,IDN,"","",114.79.32.104,No,3,0,10,https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_90.jpg,Are there buildings that appear to have been built at different time periods?,,Count visible different buildings,,Estimate the proportion of historic buildings,,Building ages,Buildings,Proportion of historic building,At least one counted building must appear to be built in a different time period,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually","Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)"
799097376,10/21/2015 05:44:23,false,1777167439,,10/21/2015 05:43:05,false,elite,0.7,30688710,IDN,04,Jakarta,202.62.16.219,No,4,0,10,https://contribua.org/bairros/oeste/catole/Rua_Joao_Francisco_Mota__64__270.jpg,Are there buildings that appear to have been built at different time periods?,,Count visible different buildings,,Estimate the proportion of historic buildings,,Building ages,Buildings,Proportion of historic building,At least one counted building must appear to be built in a different time period,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually","Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)"
799097376,10/21/2015 06:13:54,false,1777181184,,10/21/2015 06:11:35,false,elite,0.7273,33018241,IDN,"","",114.79.32.172,No,4,0,10,https://contribua.org/bairros/oeste/catole/Rua_Joao_Francisco_Mota__64__270.jpg,Are there buildings that appear to have been built at different time periods?,,Count visible different buildings,,Estimate the proportion of historic buildings,,Building ages,Buildings,Proportion of historic building,At least one counted building must appear to be built in a different time period,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually","Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)"
799097377,10/20/2015 18:16:20,false,1776454671,,10/20/2015 18:14:53,false,gifthunterclub,0.7273,31583992,VEN,"","",201.211.162.129,No,3,0,10,https://contribua.org/bairros/oeste/catole/Rua_Doutor_Antonio_Telha_-_Catole__Campina_Grande__270.jpg,Are there buildings that appear to have been built at different time periods?,,Count visible different buildings,,Estimate the proportion of historic buildings,,Building ages,Buildings,Proportion of historic building,At least one counted building must appear to be built in a different time period,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually","Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)"
799097377,10/21/2015 05:59:57,false,1777175113,,10/21/2015 05:57:50,false,elite,0.7273,33018241,IDN,"","",114.79.32.104,No,3,0,10,https://contribua.org/bairros/oeste/catole/Rua_Doutor_Antonio_Telha_-_Catole__Campina_Grande__270.jpg,Are there buildings that appear to have been built at different time periods?,,Count visible different buildings,,Estimate the proportion of historic buildings,,Building ages,Buildings,Proportion of historic building,At least one counted building must appear to be built in a different time period,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually","Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)"
799097378,10/22/2015 23:07:22,false,1778931520,,10/22/2015 23:04:43,false,elite,0.7273,33018241,IDN,04,Jakarta,202.62.16.223,No,4,0,10,https://contribua.org/bairros/oeste/catole/Rua_Honorio_de_Melo__240__270.jpg,Are there buildings that appear to have been built at different time periods?,,Count visible different buildings,,Estimate the proportion of historic buildings,,Building ages,Buildings,Proportion of historic building,At least one counted building must appear to be built in a different time period,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually","Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)"
799097379,10/20/2015 18:18:03,false,1776458848,,10/20/2015 18:16:22,false,gifthunterclub,0.7273,31583992,VEN,"","",201.211.162.129,yes,4,0,10,https://contribua.org/bairros/norte/centro/Rua_Quebra_Quilos__399__270.jpg,Are there buildings that appear to have been built at different time periods?,,Count visible different buildings,,Estimate the proportion of historic buildings,,Building ages,Buildings,Proportion of historic building,At least one counted building must appear to be built in a different time period,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually","Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)"
799097379,10/20/2015 20:37:57,false,1776728863,,10/20/2015 20:30:57,false,neodev,0.7273,30586572,ECU,04,Azoguez,186.5.62.25,No,7,0,10,https://contribua.org/bairros/norte/centro/Rua_Quebra_Quilos__399__270.jpg,Are there buildings that appear to have been built at different time periods?,,Count visible different buildings,,Estimate the proportion of historic buildings,,Building ages,Buildings,Proportion of historic building,At least one counted building must appear to be built in a different time period,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually","Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)"
799097379,10/20/2015 23:04:35,false,1776930598,,10/20/2015 23:03:29,false,gifthunterclub,0.8571,30989093,ESP,29,Madrid,188.76.214.110,yes,6,0.1,10,https://contribua.org/bairros/norte/centro/Rua_Quebra_Quilos__399__270.jpg,Are there buildings that appear to have been built at different time periods?,,Count visible different buildings,,Estimate the proportion of historic buildings,,Building ages,Buildings,Proportion of historic building,At least one counted building must appear to be built in a different time period,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually","Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)"
799097379,10/21/2015 01:18:47,false,1777017321,,10/21/2015 01:13:22,false,clixsense,0.8,32645844,VEN,"","",190.199.253.130,No,4,0,10,https://contribua.org/bairros/norte/centro/Rua_Quebra_Quilos__399__270.jpg,Are there buildings that appear to have been built at different time periods?,,Count visible different buildings,,Estimate the proportion of historic buildings,,Building ages,Buildings,Proportion of historic building,At least one counted building must appear to be built in a different time period,"Visible buildings: buildings that can be distinguished by separate doors/entrances (especially for residential), architecture, colors, and so forth|If the brownstones can be distinguished by different doors, different colors, different ornamentation, and so forth, count them individually","Historic: clearly determined to be pre–World War II: high detailing, dumbbell shape, iron fire escape, and so forth; post–World War II buildings are usually geometrically and architecturally simple (though they may be impressive), have lots of glass surface area, and little detailing|If there is no clear indicator that the building is historic, then you cannot count it as such|Record the estimate as a decimal using increments of tenths (0.10)"
