_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,question1__left_side,question1__right_side,question2__left_side,question2__right_side,question3__left_side,question3__right_side,seeside,group,image_url,question1,question1__left_side_gold,question1__right_side_gold,question2,question2__left_side_gold,question2__right_side_gold,question3,question3__left_side_gold,question3__right_side_gold,seeside_gold,step1,step2,step3,survey,tip1,tip2,tip3
804335888,11/8/2015 07:48:08,false,1794178598,,11/8/2015 07:46:26,false,neodev,1.0,32494008,IND,16,Pune,49.200.242.172,3,3,3,3,3,3,"left
Right",3,https://contribua.org/bairros/oeste/liberdade/Rua_Edesio_Silva__602__0.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,,,Rate the pavement condition on a 1–5 scale on each side of the street,,,Rate the condition of landscape elements on a 1-5 scale on each side of the street,,,,Debris Condition,Pavement Condition,Landscape Condition,,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
804335888,11/8/2015 09:44:02,false,1794259657,,11/8/2015 09:28:20,false,prodege,1.0,21365846,AUS,05,Adelaide,121.45.81.133,5,5,3,3,2,4,"left
Right",3,https://contribua.org/bairros/oeste/liberdade/Rua_Edesio_Silva__602__0.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,,,Rate the pavement condition on a 1–5 scale on each side of the street,,,Rate the condition of landscape elements on a 1-5 scale on each side of the street,,,,Debris Condition,Pavement Condition,Landscape Condition,,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
804335889,10/28/2015 20:10:46,false,1784483618,,10/28/2015 20:08:55,false,neodev,1.0,32515422,VEN,"","",201.209.183.249,4,5,4,5,4,5,"left
Right",3,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_270.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,,,Rate the pavement condition on a 1–5 scale on each side of the street,,,Rate the condition of landscape elements on a 1-5 scale on each side of the street,,,,Debris Condition,Pavement Condition,Landscape Condition,,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
804335890,10/25/2015 15:27:31,false,1781578019,,10/25/2015 15:23:21,false,clixsense,1.0,34572177,VEN,25,Caracas,186.95.156.253,2,2,2,2,3,3,"left
Right",3,https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_90.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,,,Rate the pavement condition on a 1–5 scale on each side of the street,,,Rate the condition of landscape elements on a 1-5 scale on each side of the street,,,,Debris Condition,Pavement Condition,Landscape Condition,,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
804335890,10/26/2015 14:24:14,false,1782428889,,10/26/2015 14:19:41,false,clixsense,1.0,8941631,BRA,21,Rio De Janeiro,179.210.11.135,,3,,3,,3,Right,3,https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_90.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,,,Rate the pavement condition on a 1–5 scale on each side of the street,,,Rate the condition of landscape elements on a 1-5 scale on each side of the street,,,,Debris Condition,Pavement Condition,Landscape Condition,,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
804335890,11/5/2015 14:37:39,false,1791184828,,11/5/2015 14:35:11,false,neodev,1.0,31305123,GRC,"","",94.68.126.155,,4,,4,,3,Right,3,https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_90.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,,,Rate the pavement condition on a 1–5 scale on each side of the street,,,Rate the condition of landscape elements on a 1-5 scale on each side of the street,,,,Debris Condition,Pavement Condition,Landscape Condition,,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
804335890,11/5/2015 20:01:58,false,1791394047,,11/5/2015 20:00:11,false,neodev,0.75,29439445,GRC,"","",176.92.197.84,,4,,4,,4,Right,3,https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_90.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,,,Rate the pavement condition on a 1–5 scale on each side of the street,,,Rate the condition of landscape elements on a 1-5 scale on each side of the street,,,,Debris Condition,Pavement Condition,Landscape Condition,,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
804335890,11/6/2015 07:07:53,false,1791910467,,11/6/2015 07:03:40,false,neodev,0.8333,32967564,EGY,11,Cairo,41.47.114.196,4,4,2,2,4,4,"left
Right",3,https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_90.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,,,Rate the pavement condition on a 1–5 scale on each side of the street,,,Rate the condition of landscape elements on a 1-5 scale on each side of the street,,,,Debris Condition,Pavement Condition,Landscape Condition,,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
804335890,11/7/2015 23:56:50,false,1794039124,,11/7/2015 23:55:26,false,neodev,0.8333,34467697,FRA,A6,Les Fins,78.228.20.76,,3,,3,,3,Right,3,https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_90.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,,,Rate the pavement condition on a 1–5 scale on each side of the street,,,Rate the condition of landscape elements on a 1-5 scale on each side of the street,,,,Debris Condition,Pavement Condition,Landscape Condition,,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
804335891,10/22/2015 16:22:46,false,1778596265,,10/22/2015 16:17:32,false,neodev,1.0,30586572,ECU,04,Azoguez,186.5.62.25,5,5,3,3,4,4,"left
Right",3,https://contribua.org/bairros/oeste/catole/Rua_Joao_Francisco_Mota__64__270.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,,,Rate the pavement condition on a 1–5 scale on each side of the street,,,Rate the condition of landscape elements on a 1-5 scale on each side of the street,,,,Debris Condition,Pavement Condition,Landscape Condition,,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
804335892,10/27/2015 16:17:07,false,1783520272,,10/27/2015 16:12:42,false,neodev,1.0,34817474,BRA,23,Parobé,187.54.153.118,4,4,3,3,2,3,"left
Right",3,https://contribua.org/bairros/oeste/catole/Rua_Doutor_Antonio_Telha_-_Catole__Campina_Grande__270.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,,,Rate the pavement condition on a 1–5 scale on each side of the street,,,Rate the condition of landscape elements on a 1-5 scale on each side of the street,,,,Debris Condition,Pavement Condition,Landscape Condition,,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
