_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,question1,your_answer_is,group,image_url,orig_question1,question1_gold,question2,question3,step1,step2,step3,survey,tip1,tip2,tip3,your_answer_is_gold
811026018,11/12/2015 05:58:20,false,1798551826,,11/12/2015 05:55:54,false,cotter,0.7778,31706627,PHL,"","",49.151.35.79,1,1,5,https://contribua.org/bairros/oeste/catole/Rua_Luisa_Bezerra_Mota__246_90.jpg,Count buildings with identifiers,,Count buildings with nonrectangular shapes,,Buildings with identifiers,Buildings with nonrectangular shapes,,,"Identifiers: clear signs or universal symbols that reveal a building’s street-level use. A steeple can identify a church; gas pump, a gas station; tables and chairs, a restaurant; mannequins, a clothing store; and so forth. Words can also identify a lot or building: high school, restaurant, pharmacy, shoe store, café, and brand or franchise names. A name such as “Joe’s” would not work, while “Joe’s Pub” would identify the building|Count buildings with identifiers that are visible from the sidewalk|If the building exists (all walls up) and there is a sign that says “for rent,” “coming soon,” or “space for lease” where the function (land use) is specified, it is identifiable|If you know beyond a reasonable doubt that the building is either vacant or does not serve its specified use, the building is not identifiable ","Buildings with nonrectangular shapes: those that do not have simple rectangular profiles from at least one angle, as seen by the passing pedestrian. Visible pitched roofs, bay windows in the roof or foundation lines, dormers, and so forth qualify buildings as nonrectangular. Signs, awnings, entrances, and porches are not considered in the shape of the building|If you can see more than one rectangle, the building is not rectangular from at least one angle|If there are any structures incorporated into the building that give it a nonrectangular shape, consider the building nonrectangular",,
811026019,11/12/2015 15:44:36,false,1798969974,,11/12/2015 15:42:21,false,elite,0.8,30487799,IDN,"","",114.79.32.81,0,3,5,https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_270.jpg,Count buildings with identifiers,,Count buildings with nonrectangular shapes,,Buildings with identifiers,Buildings with nonrectangular shapes,,,"Identifiers: clear signs or universal symbols that reveal a building’s street-level use. A steeple can identify a church; gas pump, a gas station; tables and chairs, a restaurant; mannequins, a clothing store; and so forth. Words can also identify a lot or building: high school, restaurant, pharmacy, shoe store, café, and brand or franchise names. A name such as “Joe’s” would not work, while “Joe’s Pub” would identify the building|Count buildings with identifiers that are visible from the sidewalk|If the building exists (all walls up) and there is a sign that says “for rent,” “coming soon,” or “space for lease” where the function (land use) is specified, it is identifiable|If you know beyond a reasonable doubt that the building is either vacant or does not serve its specified use, the building is not identifiable ","Buildings with nonrectangular shapes: those that do not have simple rectangular profiles from at least one angle, as seen by the passing pedestrian. Visible pitched roofs, bay windows in the roof or foundation lines, dormers, and so forth qualify buildings as nonrectangular. Signs, awnings, entrances, and porches are not considered in the shape of the building|If you can see more than one rectangle, the building is not rectangular from at least one angle|If there are any structures incorporated into the building that give it a nonrectangular shape, consider the building nonrectangular",,
811026020,11/11/2015 19:43:11,false,1798066185,,11/11/2015 19:41:02,false,hiving,0.8889,33048733,ITA,09,Agrate Brianza,2.230.158.62,0,3,5,https://contribua.org/bairros/oeste/liberdade/Rua_Edesio_Silva__602__0.jpg,Count buildings with identifiers,,Count buildings with nonrectangular shapes,,Buildings with identifiers,Buildings with nonrectangular shapes,,,"Identifiers: clear signs or universal symbols that reveal a building’s street-level use. A steeple can identify a church; gas pump, a gas station; tables and chairs, a restaurant; mannequins, a clothing store; and so forth. Words can also identify a lot or building: high school, restaurant, pharmacy, shoe store, café, and brand or franchise names. A name such as “Joe’s” would not work, while “Joe’s Pub” would identify the building|Count buildings with identifiers that are visible from the sidewalk|If the building exists (all walls up) and there is a sign that says “for rent,” “coming soon,” or “space for lease” where the function (land use) is specified, it is identifiable|If you know beyond a reasonable doubt that the building is either vacant or does not serve its specified use, the building is not identifiable ","Buildings with nonrectangular shapes: those that do not have simple rectangular profiles from at least one angle, as seen by the passing pedestrian. Visible pitched roofs, bay windows in the roof or foundation lines, dormers, and so forth qualify buildings as nonrectangular. Signs, awnings, entrances, and porches are not considered in the shape of the building|If you can see more than one rectangle, the building is not rectangular from at least one angle|If there are any structures incorporated into the building that give it a nonrectangular shape, consider the building nonrectangular",,
811026020,11/11/2015 19:56:47,false,1798076299,,11/11/2015 19:55:01,false,clixsense,0.8,31820396,POL,75,Lublin,89.77.20.165,0,3,5,https://contribua.org/bairros/oeste/liberdade/Rua_Edesio_Silva__602__0.jpg,Count buildings with identifiers,,Count buildings with nonrectangular shapes,,Buildings with identifiers,Buildings with nonrectangular shapes,,,"Identifiers: clear signs or universal symbols that reveal a building’s street-level use. A steeple can identify a church; gas pump, a gas station; tables and chairs, a restaurant; mannequins, a clothing store; and so forth. Words can also identify a lot or building: high school, restaurant, pharmacy, shoe store, café, and brand or franchise names. A name such as “Joe’s” would not work, while “Joe’s Pub” would identify the building|Count buildings with identifiers that are visible from the sidewalk|If the building exists (all walls up) and there is a sign that says “for rent,” “coming soon,” or “space for lease” where the function (land use) is specified, it is identifiable|If you know beyond a reasonable doubt that the building is either vacant or does not serve its specified use, the building is not identifiable ","Buildings with nonrectangular shapes: those that do not have simple rectangular profiles from at least one angle, as seen by the passing pedestrian. Visible pitched roofs, bay windows in the roof or foundation lines, dormers, and so forth qualify buildings as nonrectangular. Signs, awnings, entrances, and porches are not considered in the shape of the building|If you can see more than one rectangle, the building is not rectangular from at least one angle|If there are any structures incorporated into the building that give it a nonrectangular shape, consider the building nonrectangular",,
811026020,11/11/2015 20:57:03,false,1798143203,,11/11/2015 20:52:56,false,clixsense,1.0,26336231,SRB,00,Belgrade,178.222.223.171,0,3,5,https://contribua.org/bairros/oeste/liberdade/Rua_Edesio_Silva__602__0.jpg,Count buildings with identifiers,,Count buildings with nonrectangular shapes,,Buildings with identifiers,Buildings with nonrectangular shapes,,,"Identifiers: clear signs or universal symbols that reveal a building’s street-level use. A steeple can identify a church; gas pump, a gas station; tables and chairs, a restaurant; mannequins, a clothing store; and so forth. Words can also identify a lot or building: high school, restaurant, pharmacy, shoe store, café, and brand or franchise names. A name such as “Joe’s” would not work, while “Joe’s Pub” would identify the building|Count buildings with identifiers that are visible from the sidewalk|If the building exists (all walls up) and there is a sign that says “for rent,” “coming soon,” or “space for lease” where the function (land use) is specified, it is identifiable|If you know beyond a reasonable doubt that the building is either vacant or does not serve its specified use, the building is not identifiable ","Buildings with nonrectangular shapes: those that do not have simple rectangular profiles from at least one angle, as seen by the passing pedestrian. Visible pitched roofs, bay windows in the roof or foundation lines, dormers, and so forth qualify buildings as nonrectangular. Signs, awnings, entrances, and porches are not considered in the shape of the building|If you can see more than one rectangle, the building is not rectangular from at least one angle|If there are any structures incorporated into the building that give it a nonrectangular shape, consider the building nonrectangular",,
811026020,11/11/2015 22:23:35,false,1798213007,,11/11/2015 22:19:23,false,gifthunterclub,0.8889,32333519,VEN,"","",190.73.185.48,0,2,5,https://contribua.org/bairros/oeste/liberdade/Rua_Edesio_Silva__602__0.jpg,Count buildings with identifiers,,Count buildings with nonrectangular shapes,,Buildings with identifiers,Buildings with nonrectangular shapes,,,"Identifiers: clear signs or universal symbols that reveal a building’s street-level use. A steeple can identify a church; gas pump, a gas station; tables and chairs, a restaurant; mannequins, a clothing store; and so forth. Words can also identify a lot or building: high school, restaurant, pharmacy, shoe store, café, and brand or franchise names. A name such as “Joe’s” would not work, while “Joe’s Pub” would identify the building|Count buildings with identifiers that are visible from the sidewalk|If the building exists (all walls up) and there is a sign that says “for rent,” “coming soon,” or “space for lease” where the function (land use) is specified, it is identifiable|If you know beyond a reasonable doubt that the building is either vacant or does not serve its specified use, the building is not identifiable ","Buildings with nonrectangular shapes: those that do not have simple rectangular profiles from at least one angle, as seen by the passing pedestrian. Visible pitched roofs, bay windows in the roof or foundation lines, dormers, and so forth qualify buildings as nonrectangular. Signs, awnings, entrances, and porches are not considered in the shape of the building|If you can see more than one rectangle, the building is not rectangular from at least one angle|If there are any structures incorporated into the building that give it a nonrectangular shape, consider the building nonrectangular",,
811026020,11/11/2015 23:09:24,false,1798254094,,11/11/2015 23:08:37,false,neodev,0.8,34998945,SRB,00,Belgrade,79.101.225.114,0,0,5,https://contribua.org/bairros/oeste/liberdade/Rua_Edesio_Silva__602__0.jpg,Count buildings with identifiers,,Count buildings with nonrectangular shapes,,Buildings with identifiers,Buildings with nonrectangular shapes,,,"Identifiers: clear signs or universal symbols that reveal a building’s street-level use. A steeple can identify a church; gas pump, a gas station; tables and chairs, a restaurant; mannequins, a clothing store; and so forth. Words can also identify a lot or building: high school, restaurant, pharmacy, shoe store, café, and brand or franchise names. A name such as “Joe’s” would not work, while “Joe’s Pub” would identify the building|Count buildings with identifiers that are visible from the sidewalk|If the building exists (all walls up) and there is a sign that says “for rent,” “coming soon,” or “space for lease” where the function (land use) is specified, it is identifiable|If you know beyond a reasonable doubt that the building is either vacant or does not serve its specified use, the building is not identifiable ","Buildings with nonrectangular shapes: those that do not have simple rectangular profiles from at least one angle, as seen by the passing pedestrian. Visible pitched roofs, bay windows in the roof or foundation lines, dormers, and so forth qualify buildings as nonrectangular. Signs, awnings, entrances, and porches are not considered in the shape of the building|If you can see more than one rectangle, the building is not rectangular from at least one angle|If there are any structures incorporated into the building that give it a nonrectangular shape, consider the building nonrectangular",,
811026020,11/12/2015 01:30:41,false,1798364404,,11/12/2015 01:28:40,false,neodev,1.0,34028805,VEN,13,Barquisimeto,200.8.139.111,0,3,5,https://contribua.org/bairros/oeste/liberdade/Rua_Edesio_Silva__602__0.jpg,Count buildings with identifiers,,Count buildings with nonrectangular shapes,,Buildings with identifiers,Buildings with nonrectangular shapes,,,"Identifiers: clear signs or universal symbols that reveal a building’s street-level use. A steeple can identify a church; gas pump, a gas station; tables and chairs, a restaurant; mannequins, a clothing store; and so forth. Words can also identify a lot or building: high school, restaurant, pharmacy, shoe store, café, and brand or franchise names. A name such as “Joe’s” would not work, while “Joe’s Pub” would identify the building|Count buildings with identifiers that are visible from the sidewalk|If the building exists (all walls up) and there is a sign that says “for rent,” “coming soon,” or “space for lease” where the function (land use) is specified, it is identifiable|If you know beyond a reasonable doubt that the building is either vacant or does not serve its specified use, the building is not identifiable ","Buildings with nonrectangular shapes: those that do not have simple rectangular profiles from at least one angle, as seen by the passing pedestrian. Visible pitched roofs, bay windows in the roof or foundation lines, dormers, and so forth qualify buildings as nonrectangular. Signs, awnings, entrances, and porches are not considered in the shape of the building|If you can see more than one rectangle, the building is not rectangular from at least one angle|If there are any structures incorporated into the building that give it a nonrectangular shape, consider the building nonrectangular",,
811026020,11/12/2015 04:16:29,false,1798487825,,11/12/2015 04:14:56,false,neodev,0.75,33384589,VEN,25,Caracas,200.84.44.247,0,2,5,https://contribua.org/bairros/oeste/liberdade/Rua_Edesio_Silva__602__0.jpg,Count buildings with identifiers,,Count buildings with nonrectangular shapes,,Buildings with identifiers,Buildings with nonrectangular shapes,,,"Identifiers: clear signs or universal symbols that reveal a building’s street-level use. A steeple can identify a church; gas pump, a gas station; tables and chairs, a restaurant; mannequins, a clothing store; and so forth. Words can also identify a lot or building: high school, restaurant, pharmacy, shoe store, café, and brand or franchise names. A name such as “Joe’s” would not work, while “Joe’s Pub” would identify the building|Count buildings with identifiers that are visible from the sidewalk|If the building exists (all walls up) and there is a sign that says “for rent,” “coming soon,” or “space for lease” where the function (land use) is specified, it is identifiable|If you know beyond a reasonable doubt that the building is either vacant or does not serve its specified use, the building is not identifiable ","Buildings with nonrectangular shapes: those that do not have simple rectangular profiles from at least one angle, as seen by the passing pedestrian. Visible pitched roofs, bay windows in the roof or foundation lines, dormers, and so forth qualify buildings as nonrectangular. Signs, awnings, entrances, and porches are not considered in the shape of the building|If you can see more than one rectangle, the building is not rectangular from at least one angle|If there are any structures incorporated into the building that give it a nonrectangular shape, consider the building nonrectangular",,
811026020,11/12/2015 05:53:16,false,1798548821,,11/12/2015 05:51:15,false,cotter,0.7778,31706627,PHL,"","",49.151.35.79,0,2,5,https://contribua.org/bairros/oeste/liberdade/Rua_Edesio_Silva__602__0.jpg,Count buildings with identifiers,,Count buildings with nonrectangular shapes,,Buildings with identifiers,Buildings with nonrectangular shapes,,,"Identifiers: clear signs or universal symbols that reveal a building’s street-level use. A steeple can identify a church; gas pump, a gas station; tables and chairs, a restaurant; mannequins, a clothing store; and so forth. Words can also identify a lot or building: high school, restaurant, pharmacy, shoe store, café, and brand or franchise names. A name such as “Joe’s” would not work, while “Joe’s Pub” would identify the building|Count buildings with identifiers that are visible from the sidewalk|If the building exists (all walls up) and there is a sign that says “for rent,” “coming soon,” or “space for lease” where the function (land use) is specified, it is identifiable|If you know beyond a reasonable doubt that the building is either vacant or does not serve its specified use, the building is not identifiable ","Buildings with nonrectangular shapes: those that do not have simple rectangular profiles from at least one angle, as seen by the passing pedestrian. Visible pitched roofs, bay windows in the roof or foundation lines, dormers, and so forth qualify buildings as nonrectangular. Signs, awnings, entrances, and porches are not considered in the shape of the building|If you can see more than one rectangle, the building is not rectangular from at least one angle|If there are any structures incorporated into the building that give it a nonrectangular shape, consider the building nonrectangular",,
811026020,11/12/2015 08:49:26,false,1798684052,,11/12/2015 08:46:30,false,clixsense,0.6,33288655,MYS,"","",1.32.70.72,0,2,5,https://contribua.org/bairros/oeste/liberdade/Rua_Edesio_Silva__602__0.jpg,Count buildings with identifiers,,Count buildings with nonrectangular shapes,,Buildings with identifiers,Buildings with nonrectangular shapes,,,"Identifiers: clear signs or universal symbols that reveal a building’s street-level use. A steeple can identify a church; gas pump, a gas station; tables and chairs, a restaurant; mannequins, a clothing store; and so forth. Words can also identify a lot or building: high school, restaurant, pharmacy, shoe store, café, and brand or franchise names. A name such as “Joe’s” would not work, while “Joe’s Pub” would identify the building|Count buildings with identifiers that are visible from the sidewalk|If the building exists (all walls up) and there is a sign that says “for rent,” “coming soon,” or “space for lease” where the function (land use) is specified, it is identifiable|If you know beyond a reasonable doubt that the building is either vacant or does not serve its specified use, the building is not identifiable ","Buildings with nonrectangular shapes: those that do not have simple rectangular profiles from at least one angle, as seen by the passing pedestrian. Visible pitched roofs, bay windows in the roof or foundation lines, dormers, and so forth qualify buildings as nonrectangular. Signs, awnings, entrances, and porches are not considered in the shape of the building|If you can see more than one rectangle, the building is not rectangular from at least one angle|If there are any structures incorporated into the building that give it a nonrectangular shape, consider the building nonrectangular",,
