_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,question1__left_side,question1__right_side,seeside,group,image_url,question1,question1__left_side_gold,question1__right_side_gold,question2,question3,seeside_gold,step1,step2,step3,tip1,tip2,tip3
799093150,10/21/2015 00:06:43,false,1776974164,,10/21/2015 00:05:09,false,elite,0.7,30688710,IDN,"","",114.79.32.161,15,,left,9,https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_90.jpg,Estimate average building height on each side of the street,,,,,,Building Height,,,"Building height: height in feet, assuming 10 feet (3.04 meters) per floor, including the roof floor of buildings with slanted roofs and dormers and any visible sunken floors|Note the height of the buildings on each side, whether they are set back, and the percentage of the block that the buildings of the same height occupy to compute the average|Record “200 feet (60.96 meters)” if you know the building is over 20 floors and you cannot make a better estimate|If you can't tell where one floor starts and the next begins, try using a building with a known height near it as a guide|If the building has different heights, count to the highest floor of the building",,
799093150,10/21/2015 00:43:56,false,1776996018,,10/21/2015 00:42:39,false,elite,1.0,33018241,IDN,"","",114.79.32.241,15,,left,9,https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_90.jpg,Estimate average building height on each side of the street,,,,,,Building Height,,,"Building height: height in feet, assuming 10 feet (3.04 meters) per floor, including the roof floor of buildings with slanted roofs and dormers and any visible sunken floors|Note the height of the buildings on each side, whether they are set back, and the percentage of the block that the buildings of the same height occupy to compute the average|Record “200 feet (60.96 meters)” if you know the building is over 20 floors and you cannot make a better estimate|If you can't tell where one floor starts and the next begins, try using a building with a known height near it as a guide|If the building has different heights, count to the highest floor of the building",,
799093151,10/20/2015 13:19:30,false,1775924548,,10/20/2015 13:17:12,false,neodev,0.75,32872588,USA,NY,Bayside,96.250.81.151,10,10,"left
Right",9,https://contribua.org/bairros/oeste/catole/Rua_Joao_Francisco_Mota__64__270.jpg,Estimate average building height on each side of the street,,,,,,Building Height,,,"Building height: height in feet, assuming 10 feet (3.04 meters) per floor, including the roof floor of buildings with slanted roofs and dormers and any visible sunken floors|Note the height of the buildings on each side, whether they are set back, and the percentage of the block that the buildings of the same height occupy to compute the average|Record “200 feet (60.96 meters)” if you know the building is over 20 floors and you cannot make a better estimate|If you can't tell where one floor starts and the next begins, try using a building with a known height near it as a guide|If the building has different heights, count to the highest floor of the building",,
799093151,10/20/2015 14:41:47,false,1776020883,,10/20/2015 14:35:53,false,neodev,0.7,31958194,ARG,"","",181.23.56.145,10,20,"left
Right",9,https://contribua.org/bairros/oeste/catole/Rua_Joao_Francisco_Mota__64__270.jpg,Estimate average building height on each side of the street,,,,,,Building Height,,,"Building height: height in feet, assuming 10 feet (3.04 meters) per floor, including the roof floor of buildings with slanted roofs and dormers and any visible sunken floors|Note the height of the buildings on each side, whether they are set back, and the percentage of the block that the buildings of the same height occupy to compute the average|Record “200 feet (60.96 meters)” if you know the building is over 20 floors and you cannot make a better estimate|If you can't tell where one floor starts and the next begins, try using a building with a known height near it as a guide|If the building has different heights, count to the highest floor of the building",,
799093151,10/20/2015 18:44:09,false,1776517623,,10/20/2015 18:43:08,false,clixsense,0.8,30193232,SRB,00,Titel,95.85.132.130,10,10,"left
Right",9,https://contribua.org/bairros/oeste/catole/Rua_Joao_Francisco_Mota__64__270.jpg,Estimate average building height on each side of the street,,,,,,Building Height,,,"Building height: height in feet, assuming 10 feet (3.04 meters) per floor, including the roof floor of buildings with slanted roofs and dormers and any visible sunken floors|Note the height of the buildings on each side, whether they are set back, and the percentage of the block that the buildings of the same height occupy to compute the average|Record “200 feet (60.96 meters)” if you know the building is over 20 floors and you cannot make a better estimate|If you can't tell where one floor starts and the next begins, try using a building with a known height near it as a guide|If the building has different heights, count to the highest floor of the building",,
799093151,10/20/2015 19:25:08,false,1776580971,,10/20/2015 19:23:00,false,gifthunterclub,0.8,31583992,VEN,"","",201.211.162.129,10,20,"left
Right",9,https://contribua.org/bairros/oeste/catole/Rua_Joao_Francisco_Mota__64__270.jpg,Estimate average building height on each side of the street,,,,,,Building Height,,,"Building height: height in feet, assuming 10 feet (3.04 meters) per floor, including the roof floor of buildings with slanted roofs and dormers and any visible sunken floors|Note the height of the buildings on each side, whether they are set back, and the percentage of the block that the buildings of the same height occupy to compute the average|Record “200 feet (60.96 meters)” if you know the building is over 20 floors and you cannot make a better estimate|If you can't tell where one floor starts and the next begins, try using a building with a known height near it as a guide|If the building has different heights, count to the highest floor of the building",,
799093152,10/21/2015 14:17:05,false,1777520701,,10/21/2015 14:15:40,false,neodev,0.8,16991059,VEN,"","",201.210.83.98,11,16,"left
Right",9,https://contribua.org/bairros/oeste/catole/Rua_Doutor_Antonio_Telha_-_Catole__Campina_Grande__270.jpg,Estimate average building height on each side of the street,,,,,,Building Height,,,"Building height: height in feet, assuming 10 feet (3.04 meters) per floor, including the roof floor of buildings with slanted roofs and dormers and any visible sunken floors|Note the height of the buildings on each side, whether they are set back, and the percentage of the block that the buildings of the same height occupy to compute the average|Record “200 feet (60.96 meters)” if you know the building is over 20 floors and you cannot make a better estimate|If you can't tell where one floor starts and the next begins, try using a building with a known height near it as a guide|If the building has different heights, count to the highest floor of the building",,
799093153,10/22/2015 09:31:11,false,1778305876,,10/22/2015 09:29:34,false,neodev,0.8333,29163230,FRA,A1,Dijon,176.182.36.174,,15,Right,9,https://contribua.org/bairros/oeste/catole/Rua_Honorio_de_Melo__240__270.jpg,Estimate average building height on each side of the street,,,,,,Building Height,,,"Building height: height in feet, assuming 10 feet (3.04 meters) per floor, including the roof floor of buildings with slanted roofs and dormers and any visible sunken floors|Note the height of the buildings on each side, whether they are set back, and the percentage of the block that the buildings of the same height occupy to compute the average|Record “200 feet (60.96 meters)” if you know the building is over 20 floors and you cannot make a better estimate|If you can't tell where one floor starts and the next begins, try using a building with a known height near it as a guide|If the building has different heights, count to the highest floor of the building",,
799093153,10/22/2015 10:44:27,false,1778341273,,10/22/2015 10:37:54,false,neodev,0.75,11042210,ESP,58,A Coruña,79.150.72.220,,20,Right,9,https://contribua.org/bairros/oeste/catole/Rua_Honorio_de_Melo__240__270.jpg,Estimate average building height on each side of the street,,,,,,Building Height,,,"Building height: height in feet, assuming 10 feet (3.04 meters) per floor, including the roof floor of buildings with slanted roofs and dormers and any visible sunken floors|Note the height of the buildings on each side, whether they are set back, and the percentage of the block that the buildings of the same height occupy to compute the average|Record “200 feet (60.96 meters)” if you know the building is over 20 floors and you cannot make a better estimate|If you can't tell where one floor starts and the next begins, try using a building with a known height near it as a guide|If the building has different heights, count to the highest floor of the building",,
799093154,10/21/2015 23:43:36,false,1777971596,,10/21/2015 23:42:39,false,neodev,0.8,34593648,BRA,05,Salvador,179.183.124.140,30,10,"left
Right",9,https://contribua.org/bairros/norte/centro/Rua_Quebra_Quilos__399__270.jpg,Estimate average building height on each side of the street,,,,,,Building Height,,,"Building height: height in feet, assuming 10 feet (3.04 meters) per floor, including the roof floor of buildings with slanted roofs and dormers and any visible sunken floors|Note the height of the buildings on each side, whether they are set back, and the percentage of the block that the buildings of the same height occupy to compute the average|Record “200 feet (60.96 meters)” if you know the building is over 20 floors and you cannot make a better estimate|If you can't tell where one floor starts and the next begins, try using a building with a known height near it as a guide|If the building has different heights, count to the highest floor of the building",,
799093155,10/20/2015 18:45:25,false,1776520171,,10/20/2015 18:44:20,false,clixsense,0.8,30193232,SRB,00,Titel,95.85.132.130,,10,Right,9,https://contribua.org/bairros/oeste/liberdade/Rua_Severino_Pimentel__321__180.jpg,Estimate average building height on each side of the street,,,,,,Building Height,,,"Building height: height in feet, assuming 10 feet (3.04 meters) per floor, including the roof floor of buildings with slanted roofs and dormers and any visible sunken floors|Note the height of the buildings on each side, whether they are set back, and the percentage of the block that the buildings of the same height occupy to compute the average|Record “200 feet (60.96 meters)” if you know the building is over 20 floors and you cannot make a better estimate|If you can't tell where one floor starts and the next begins, try using a building with a known height near it as a guide|If the building has different heights, count to the highest floor of the building",,
799093155,10/20/2015 20:43:32,false,1776746374,,10/20/2015 20:41:17,false,gifthunterclub,0.8,31583992,VEN,"","",201.211.162.129,10,10,"left
Right",9,https://contribua.org/bairros/oeste/liberdade/Rua_Severino_Pimentel__321__180.jpg,Estimate average building height on each side of the street,,,,,,Building Height,,,"Building height: height in feet, assuming 10 feet (3.04 meters) per floor, including the roof floor of buildings with slanted roofs and dormers and any visible sunken floors|Note the height of the buildings on each side, whether they are set back, and the percentage of the block that the buildings of the same height occupy to compute the average|Record “200 feet (60.96 meters)” if you know the building is over 20 floors and you cannot make a better estimate|If you can't tell where one floor starts and the next begins, try using a building with a known height near it as a guide|If the building has different heights, count to the highest floor of the building",,
799093156,10/22/2015 13:20:22,false,1778483482,,10/22/2015 13:17:51,false,elite,0.8333,29849983,GRC,13,Thessaloníki,94.68.152.41,10,10,"left
Right",9,https://contribua.org/bairros/oeste/liberdade/Rua_Severino_Pimentel__439__0.jpg,Estimate average building height on each side of the street,,,,,,Building Height,,,"Building height: height in feet, assuming 10 feet (3.04 meters) per floor, including the roof floor of buildings with slanted roofs and dormers and any visible sunken floors|Note the height of the buildings on each side, whether they are set back, and the percentage of the block that the buildings of the same height occupy to compute the average|Record “200 feet (60.96 meters)” if you know the building is over 20 floors and you cannot make a better estimate|If you can't tell where one floor starts and the next begins, try using a building with a known height near it as a guide|If the building has different heights, count to the highest floor of the building",,
799093157,10/22/2015 10:46:46,false,1778342465,,10/22/2015 10:45:32,false,neodev,0.75,11042210,ESP,58,A Coruña,79.150.72.220,20,20,"left
Right",9,https://contribua.org/bairros/norte/centro/Avenida_Dom_Pedro_II__500_90.jpg,Estimate average building height on each side of the street,,,,,,Building Height,,,"Building height: height in feet, assuming 10 feet (3.04 meters) per floor, including the roof floor of buildings with slanted roofs and dormers and any visible sunken floors|Note the height of the buildings on each side, whether they are set back, and the percentage of the block that the buildings of the same height occupy to compute the average|Record “200 feet (60.96 meters)” if you know the building is over 20 floors and you cannot make a better estimate|If you can't tell where one floor starts and the next begins, try using a building with a known height near it as a guide|If the building has different heights, count to the highest floor of the building",,
799093158,10/20/2015 13:13:12,false,1775913673,,10/20/2015 13:11:05,false,neodev,0.75,32872588,USA,NY,Bayside,96.250.81.151,20,10,"left
Right",9,https://contribua.org/bairros/norte/centro/Rua_Elias_Aforas__67__180.jpg,Estimate average building height on each side of the street,,,,,,Building Height,,,"Building height: height in feet, assuming 10 feet (3.04 meters) per floor, including the roof floor of buildings with slanted roofs and dormers and any visible sunken floors|Note the height of the buildings on each side, whether they are set back, and the percentage of the block that the buildings of the same height occupy to compute the average|Record “200 feet (60.96 meters)” if you know the building is over 20 floors and you cannot make a better estimate|If you can't tell where one floor starts and the next begins, try using a building with a known height near it as a guide|If the building has different heights, count to the highest floor of the building",,
799093158,10/20/2015 13:47:59,false,1775961858,,10/20/2015 13:44:15,false,neodev,0.8,34693557,VEN,25,Caracas,186.24.51.18,49,18,"left
Right",9,https://contribua.org/bairros/norte/centro/Rua_Elias_Aforas__67__180.jpg,Estimate average building height on each side of the street,,,,,,Building Height,,,"Building height: height in feet, assuming 10 feet (3.04 meters) per floor, including the roof floor of buildings with slanted roofs and dormers and any visible sunken floors|Note the height of the buildings on each side, whether they are set back, and the percentage of the block that the buildings of the same height occupy to compute the average|Record “200 feet (60.96 meters)” if you know the building is over 20 floors and you cannot make a better estimate|If you can't tell where one floor starts and the next begins, try using a building with a known height near it as a guide|If the building has different heights, count to the highest floor of the building",,
799093158,10/20/2015 14:17:02,false,1775992134,,10/20/2015 14:12:02,false,neodev,0.7,31958194,ARG,"","",181.23.56.145,15,10,"left
Right",9,https://contribua.org/bairros/norte/centro/Rua_Elias_Aforas__67__180.jpg,Estimate average building height on each side of the street,,,,,,Building Height,,,"Building height: height in feet, assuming 10 feet (3.04 meters) per floor, including the roof floor of buildings with slanted roofs and dormers and any visible sunken floors|Note the height of the buildings on each side, whether they are set back, and the percentage of the block that the buildings of the same height occupy to compute the average|Record “200 feet (60.96 meters)” if you know the building is over 20 floors and you cannot make a better estimate|If you can't tell where one floor starts and the next begins, try using a building with a known height near it as a guide|If the building has different heights, count to the highest floor of the building",,
799093158,10/20/2015 15:47:59,false,1776127126,,10/20/2015 15:43:23,false,elite,0.9,30487799,IDN,04,Jakarta,202.62.17.137,10,10,"left
Right",9,https://contribua.org/bairros/norte/centro/Rua_Elias_Aforas__67__180.jpg,Estimate average building height on each side of the street,,,,,,Building Height,,,"Building height: height in feet, assuming 10 feet (3.04 meters) per floor, including the roof floor of buildings with slanted roofs and dormers and any visible sunken floors|Note the height of the buildings on each side, whether they are set back, and the percentage of the block that the buildings of the same height occupy to compute the average|Record “200 feet (60.96 meters)” if you know the building is over 20 floors and you cannot make a better estimate|If you can't tell where one floor starts and the next begins, try using a building with a known height near it as a guide|If the building has different heights, count to the highest floor of the building",,
