_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,question1__left_side,question1__right_side,question2__left_side,question2__right_side,seeside,group,image_url,question1,question1__left_side_gold,question1__right_side_gold,question2,question2__left_side_gold,question2__right_side_gold,question3,seeside_gold,step1,step2,step3,tip1,tip2,tip3
811068068,11/16/2015 19:56:18,false,1802806887,,11/16/2015 19:48:49,false,neodev,0.75,33384589,VEN,25,Caracas,161.196.171.28,,0,,1,Right,13,https://contribua.org/bairros/oeste/catole/Rua_Inacio_Marques_da_Silva__434_270.jpg,Count visible people on each side of the street,,,Estimate the proportion of active-use buildings on each side,,,,,People,Proportion active use,,"Visible people: includes people walking, running, biking, standing, or sitting—everyone except those at outdoor dining|Count children, babies, every person ","Active use building: one in which there is frequent pedestrian traffic (more than 5 people enter/exit while you are observing the block)|Always active: parks, stores, restaurants, attached/apartment-style residential buildings, hospitals, and schools. Always inactive: construction sites, parking lots, churches, detached/single residence units, and vacant or abandoned lots|Record the proportion on the visible area (use decimal increments of 0.10)|If the building appears to be residential, look for signs that indicate people live there (mailboxes, buzzers, window treatments, etc.)",
811068069,11/12/2015 19:02:04,false,1799125967,,11/12/2015 19:01:12,false,cf_internal,0.9444,34864111,BRA,17,Campina Grande,150.165.85.232,,0,,1,Right,13,https://contribua.org/bairros/oeste/catole/Rua_Honorio_de_Melo__240__90.jpg,Count visible people on each side of the street,,,Estimate the proportion of active-use buildings on each side,,,,,People,Proportion active use,,"Visible people: includes people walking, running, biking, standing, or sitting—everyone except those at outdoor dining|Count children, babies, every person ","Active use building: one in which there is frequent pedestrian traffic (more than 5 people enter/exit while you are observing the block)|Always active: parks, stores, restaurants, attached/apartment-style residential buildings, hospitals, and schools. Always inactive: construction sites, parking lots, churches, detached/single residence units, and vacant or abandoned lots|Record the proportion on the visible area (use decimal increments of 0.10)|If the building appears to be residential, look for signs that indicate people live there (mailboxes, buzzers, window treatments, etc.)",
811068070,11/12/2015 13:48:22,false,1798882463,,11/12/2015 13:46:53,false,cf_internal,0.9444,34864111,BRA,17,João Pessoa,179.236.17.203,1,,1,,left,13,https://contribua.org/bairros/oeste/catole/Rua_Otacilio_Nepomuceno__76_90.jpg,Count visible people on each side of the street,,,Estimate the proportion of active-use buildings on each side,,,,,People,Proportion active use,,"Visible people: includes people walking, running, biking, standing, or sitting—everyone except those at outdoor dining|Count children, babies, every person ","Active use building: one in which there is frequent pedestrian traffic (more than 5 people enter/exit while you are observing the block)|Always active: parks, stores, restaurants, attached/apartment-style residential buildings, hospitals, and schools. Always inactive: construction sites, parking lots, churches, detached/single residence units, and vacant or abandoned lots|Record the proportion on the visible area (use decimal increments of 0.10)|If the building appears to be residential, look for signs that indicate people live there (mailboxes, buzzers, window treatments, etc.)",
811068071,11/12/2015 14:06:14,false,1798893609,,11/12/2015 14:04:54,false,cf_internal,0.9444,34864111,BRA,17,João Pessoa,179.236.17.203,1,0,1,1,"left
Right",13,https://contribua.org/bairros/oeste/catole/Rua_Joao_Francisco_Mota__64__90.jpg,Count visible people on each side of the street,,,Estimate the proportion of active-use buildings on each side,,,,,People,Proportion active use,,"Visible people: includes people walking, running, biking, standing, or sitting—everyone except those at outdoor dining|Count children, babies, every person ","Active use building: one in which there is frequent pedestrian traffic (more than 5 people enter/exit while you are observing the block)|Always active: parks, stores, restaurants, attached/apartment-style residential buildings, hospitals, and schools. Always inactive: construction sites, parking lots, churches, detached/single residence units, and vacant or abandoned lots|Record the proportion on the visible area (use decimal increments of 0.10)|If the building appears to be residential, look for signs that indicate people live there (mailboxes, buzzers, window treatments, etc.)",
811068072,11/12/2015 19:10:43,false,1799137677,,11/12/2015 19:09:52,false,cf_internal,0.9444,34864111,BRA,17,Campina Grande,150.165.85.232,,0,,1,Right,13,https://contribua.org/bairros/oeste/catole/Rua_Luisa_Bezerra_Mota__246_270.jpg,Count visible people on each side of the street,,,Estimate the proportion of active-use buildings on each side,,,,,People,Proportion active use,,"Visible people: includes people walking, running, biking, standing, or sitting—everyone except those at outdoor dining|Count children, babies, every person ","Active use building: one in which there is frequent pedestrian traffic (more than 5 people enter/exit while you are observing the block)|Always active: parks, stores, restaurants, attached/apartment-style residential buildings, hospitals, and schools. Always inactive: construction sites, parking lots, churches, detached/single residence units, and vacant or abandoned lots|Record the proportion on the visible area (use decimal increments of 0.10)|If the building appears to be residential, look for signs that indicate people live there (mailboxes, buzzers, window treatments, etc.)",
811068074,11/12/2015 22:18:23,false,1799364477,,11/12/2015 22:16:01,false,clixsense,0.7333,34309395,TUR,34,Istanbul,85.102.238.131,0,0,0,0,"left
Right",13,https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_270.jpg,Count visible people on each side of the street,,,Estimate the proportion of active-use buildings on each side,,,,,People,Proportion active use,,"Visible people: includes people walking, running, biking, standing, or sitting—everyone except those at outdoor dining|Count children, babies, every person ","Active use building: one in which there is frequent pedestrian traffic (more than 5 people enter/exit while you are observing the block)|Always active: parks, stores, restaurants, attached/apartment-style residential buildings, hospitals, and schools. Always inactive: construction sites, parking lots, churches, detached/single residence units, and vacant or abandoned lots|Record the proportion on the visible area (use decimal increments of 0.10)|If the building appears to be residential, look for signs that indicate people live there (mailboxes, buzzers, window treatments, etc.)",
811068074,11/13/2015 13:12:22,false,1800139460,,11/13/2015 13:10:54,false,neodev,0.7333,31305123,GRC,01,Alexandroúpoli,2.85.136.147,,0,,1,Right,13,https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_270.jpg,Count visible people on each side of the street,,,Estimate the proportion of active-use buildings on each side,,,,,People,Proportion active use,,"Visible people: includes people walking, running, biking, standing, or sitting—everyone except those at outdoor dining|Count children, babies, every person ","Active use building: one in which there is frequent pedestrian traffic (more than 5 people enter/exit while you are observing the block)|Always active: parks, stores, restaurants, attached/apartment-style residential buildings, hospitals, and schools. Always inactive: construction sites, parking lots, churches, detached/single residence units, and vacant or abandoned lots|Record the proportion on the visible area (use decimal increments of 0.10)|If the building appears to be residential, look for signs that indicate people live there (mailboxes, buzzers, window treatments, etc.)",
811068074,11/13/2015 13:25:09,false,1800149057,,11/13/2015 13:24:20,false,gifthunterclub,0.7333,32333519,VEN,"","",190.73.185.48,,0,,1,Right,13,https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_270.jpg,Count visible people on each side of the street,,,Estimate the proportion of active-use buildings on each side,,,,,People,Proportion active use,,"Visible people: includes people walking, running, biking, standing, or sitting—everyone except those at outdoor dining|Count children, babies, every person ","Active use building: one in which there is frequent pedestrian traffic (more than 5 people enter/exit while you are observing the block)|Always active: parks, stores, restaurants, attached/apartment-style residential buildings, hospitals, and schools. Always inactive: construction sites, parking lots, churches, detached/single residence units, and vacant or abandoned lots|Record the proportion on the visible area (use decimal increments of 0.10)|If the building appears to be residential, look for signs that indicate people live there (mailboxes, buzzers, window treatments, etc.)",
811068075,11/16/2015 15:30:36,false,1802489879,,11/16/2015 15:27:47,false,clixsense,0.7333,34309395,TUR,34,Istanbul,85.102.238.131,0,0,0.4,0,"left
Right",13,https://contribua.org/bairros/oeste/liberdade/Rua_Edesio_Silva__602__0.jpg,Count visible people on each side of the street,,,Estimate the proportion of active-use buildings on each side,,,,,People,Proportion active use,,"Visible people: includes people walking, running, biking, standing, or sitting—everyone except those at outdoor dining|Count children, babies, every person ","Active use building: one in which there is frequent pedestrian traffic (more than 5 people enter/exit while you are observing the block)|Always active: parks, stores, restaurants, attached/apartment-style residential buildings, hospitals, and schools. Always inactive: construction sites, parking lots, churches, detached/single residence units, and vacant or abandoned lots|Record the proportion on the visible area (use decimal increments of 0.10)|If the building appears to be residential, look for signs that indicate people live there (mailboxes, buzzers, window treatments, etc.)",
811068075,11/16/2015 19:48:58,false,1802790972,,11/16/2015 19:47:45,false,neodev,0.75,29439445,GRC,"","",176.92.197.84,0,0,0.2,0.3,"left
Right",13,https://contribua.org/bairros/oeste/liberdade/Rua_Edesio_Silva__602__0.jpg,Count visible people on each side of the street,,,Estimate the proportion of active-use buildings on each side,,,,,People,Proportion active use,,"Visible people: includes people walking, running, biking, standing, or sitting—everyone except those at outdoor dining|Count children, babies, every person ","Active use building: one in which there is frequent pedestrian traffic (more than 5 people enter/exit while you are observing the block)|Always active: parks, stores, restaurants, attached/apartment-style residential buildings, hospitals, and schools. Always inactive: construction sites, parking lots, churches, detached/single residence units, and vacant or abandoned lots|Record the proportion on the visible area (use decimal increments of 0.10)|If the building appears to be residential, look for signs that indicate people live there (mailboxes, buzzers, window treatments, etc.)",
811068075,11/16/2015 19:56:18,false,1802806902,,11/16/2015 19:48:49,false,neodev,0.75,33384589,VEN,25,Caracas,161.196.171.28,0,0,1,1,"left
Right",13,https://contribua.org/bairros/oeste/liberdade/Rua_Edesio_Silva__602__0.jpg,Count visible people on each side of the street,,,Estimate the proportion of active-use buildings on each side,,,,,People,Proportion active use,,"Visible people: includes people walking, running, biking, standing, or sitting—everyone except those at outdoor dining|Count children, babies, every person ","Active use building: one in which there is frequent pedestrian traffic (more than 5 people enter/exit while you are observing the block)|Always active: parks, stores, restaurants, attached/apartment-style residential buildings, hospitals, and schools. Always inactive: construction sites, parking lots, churches, detached/single residence units, and vacant or abandoned lots|Record the proportion on the visible area (use decimal increments of 0.10)|If the building appears to be residential, look for signs that indicate people live there (mailboxes, buzzers, window treatments, etc.)",
811068076,11/19/2015 12:43:07,false,1806491122,,11/19/2015 12:42:03,false,cf_internal,0.9444,34864111,BRA,17,João Pessoa,179.236.17.203,0,0,1,1,"left
Right",13,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_270.jpg,Count visible people on each side of the street,,,Estimate the proportion of active-use buildings on each side,,,,,People,Proportion active use,,"Visible people: includes people walking, running, biking, standing, or sitting—everyone except those at outdoor dining|Count children, babies, every person ","Active use building: one in which there is frequent pedestrian traffic (more than 5 people enter/exit while you are observing the block)|Always active: parks, stores, restaurants, attached/apartment-style residential buildings, hospitals, and schools. Always inactive: construction sites, parking lots, churches, detached/single residence units, and vacant or abandoned lots|Record the proportion on the visible area (use decimal increments of 0.10)|If the building appears to be residential, look for signs that indicate people live there (mailboxes, buzzers, window treatments, etc.)",
811068077,11/16/2015 15:30:36,false,1802489886,,11/16/2015 15:27:47,false,clixsense,0.7333,34309395,TUR,34,Istanbul,85.102.238.131,,0,,0.8,Right,13,https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_90.jpg,Count visible people on each side of the street,,,Estimate the proportion of active-use buildings on each side,,,,,People,Proportion active use,,"Visible people: includes people walking, running, biking, standing, or sitting—everyone except those at outdoor dining|Count children, babies, every person ","Active use building: one in which there is frequent pedestrian traffic (more than 5 people enter/exit while you are observing the block)|Always active: parks, stores, restaurants, attached/apartment-style residential buildings, hospitals, and schools. Always inactive: construction sites, parking lots, churches, detached/single residence units, and vacant or abandoned lots|Record the proportion on the visible area (use decimal increments of 0.10)|If the building appears to be residential, look for signs that indicate people live there (mailboxes, buzzers, window treatments, etc.)",
811068077,11/16/2015 19:48:58,false,1802790966,,11/16/2015 19:47:45,false,neodev,0.75,29439445,GRC,"","",176.92.197.84,,0,,0.3,Right,13,https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_90.jpg,Count visible people on each side of the street,,,Estimate the proportion of active-use buildings on each side,,,,,People,Proportion active use,,"Visible people: includes people walking, running, biking, standing, or sitting—everyone except those at outdoor dining|Count children, babies, every person ","Active use building: one in which there is frequent pedestrian traffic (more than 5 people enter/exit while you are observing the block)|Always active: parks, stores, restaurants, attached/apartment-style residential buildings, hospitals, and schools. Always inactive: construction sites, parking lots, churches, detached/single residence units, and vacant or abandoned lots|Record the proportion on the visible area (use decimal increments of 0.10)|If the building appears to be residential, look for signs that indicate people live there (mailboxes, buzzers, window treatments, etc.)",
811068077,11/16/2015 19:56:18,false,1802806888,,11/16/2015 19:48:49,false,neodev,0.75,33384589,VEN,25,Caracas,161.196.171.28,,0,,1,Right,13,https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_90.jpg,Count visible people on each side of the street,,,Estimate the proportion of active-use buildings on each side,,,,,People,Proportion active use,,"Visible people: includes people walking, running, biking, standing, or sitting—everyone except those at outdoor dining|Count children, babies, every person ","Active use building: one in which there is frequent pedestrian traffic (more than 5 people enter/exit while you are observing the block)|Always active: parks, stores, restaurants, attached/apartment-style residential buildings, hospitals, and schools. Always inactive: construction sites, parking lots, churches, detached/single residence units, and vacant or abandoned lots|Record the proportion on the visible area (use decimal increments of 0.10)|If the building appears to be residential, look for signs that indicate people live there (mailboxes, buzzers, window treatments, etc.)",
811068080,11/12/2015 19:01:11,false,1799124812,,11/12/2015 19:00:15,false,cf_internal,0.9444,34864111,BRA,17,Campina Grande,150.165.85.232,,0,,1,Right,13,https://contribua.org/bairros/oeste/catole/Rua_Honorio_de_Melo__240__270.jpg,Count visible people on each side of the street,,,Estimate the proportion of active-use buildings on each side,,,,,People,Proportion active use,,"Visible people: includes people walking, running, biking, standing, or sitting—everyone except those at outdoor dining|Count children, babies, every person ","Active use building: one in which there is frequent pedestrian traffic (more than 5 people enter/exit while you are observing the block)|Always active: parks, stores, restaurants, attached/apartment-style residential buildings, hospitals, and schools. Always inactive: construction sites, parking lots, churches, detached/single residence units, and vacant or abandoned lots|Record the proportion on the visible area (use decimal increments of 0.10)|If the building appears to be residential, look for signs that indicate people live there (mailboxes, buzzers, window treatments, etc.)",
