_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,question1,question2__left_side,question2_right_side,question3__left_side,question3_right_side,seeside,group,image_url,orig_question1,question1_gold,question2,question2__left_side_gold,question2_right_side_gold,question3,question3__left_side_gold,question3_right_side_gold,seeside_gold,step1,step2,step3,tip1,tip2,tip3
799092977,10/22/2015 16:48:45,false,1778615130,,10/22/2015 16:46:11,false,gifthunterclub,0.8,31583992,VEN,"","",201.211.162.129,No,2,3,1,0,"left
Right",8,https://contribua.org/bairros/oeste/catole/Rua_Joao_Francisco_Mota__64__90.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799092978,10/22/2015 14:05:19,false,1778511039,,10/22/2015 13:58:47,false,neodev,0.8,32884854,HUN,15,Pécs,92.249.213.154,No,,6,,0,Right,8,https://contribua.org/bairros/oeste/catole/Rua_Luisa_Bezerra_Mota__246_270.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799092979,10/22/2015 19:27:32,false,1778760241,,10/22/2015 19:23:01,false,neodev,0.8,31935141,VEN,"","",200.11.192.182,No,5,2,0,0,"left
Right",8,https://contribua.org/bairros/oeste/catole/Rua_Luisa_Bezerra_Mota__246_90.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799092980,10/23/2015 06:33:44,false,1779244395,,10/23/2015 06:31:19,false,clixsense,0.7,7604015,ROU,"","",46.97.2.198,No,1,2,0,0,"left
Right",8,https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_270.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799092981,10/22/2015 20:07:43,false,1778787953,,10/22/2015 20:02:59,false,clixsense,0.6,27975625,PHL,D9,Pasig City,121.54.44.90,No,2,4,1,0,"left
Right",8,https://contribua.org/bairros/oeste/liberdade/Rua_Edesio_Silva__602__0.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799092982,10/20/2015 16:08:15,false,1776171901,,10/20/2015 16:04:56,false,neodev,0.8,33119802,VEN,"","",190.199.221.3,No,2,2,0,0,"left
Right",8,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_270.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799092982,10/20/2015 19:27:40,false,1776585638,,10/20/2015 19:21:23,false,neodev,0.7,32173405,VEN,13,Barquisimeto,190.142.137.43,No,2,2,0,0,"left
Right",8,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_270.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799092982,10/20/2015 19:42:02,false,1776614486,,10/20/2015 19:39:18,false,neodev,0.8,32884854,HUN,15,Pécs,92.249.213.154,No,3,2,0,0,"left
Right",8,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_270.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799092983,10/23/2015 06:34:03,false,1779244541,,10/23/2015 06:30:28,false,clixsense,0.7778,34548583,VEN,"","",186.88.179.181,No,,2,,0,Right,8,https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_90.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799092984,10/22/2015 17:19:52,false,1778650069,,10/22/2015 17:13:59,false,neodev,0.8,31935141,VEN,"","",200.11.192.182,No,1,5,0,0,"left
Right",8,https://contribua.org/bairros/oeste/catole/Rua_Joao_Francisco_Mota__64__270.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799092985,10/23/2015 06:23:43,false,1779238132,,10/23/2015 06:20:13,false,clixsense,0.7778,34548583,VEN,"","",186.88.179.181,No,1,1,0,0,"left
Right",8,https://contribua.org/bairros/oeste/catole/Rua_Doutor_Antonio_Telha_-_Catole__Campina_Grande__270.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799092986,10/22/2015 19:22:01,false,1778755893,,10/22/2015 19:19:35,false,neodev,0.8,31935141,VEN,"","",200.11.192.182,No,,1,,0,Right,8,https://contribua.org/bairros/oeste/catole/Rua_Honorio_de_Melo__240__270.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799092987,10/20/2015 19:17:10,false,1776567778,,10/20/2015 19:13:30,false,neodev,0.8,33119802,VEN,"","",190.199.221.3,No,4,3,0,0,"left
Right",8,https://contribua.org/bairros/norte/centro/Rua_Quebra_Quilos__399__270.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799092987,10/20/2015 20:31:51,false,1776709394,,10/20/2015 20:28:09,false,clixsense,0.6,27975625,PHL,D9,Pasig City,121.54.44.94,No,5,5,0,0,"left
Right",8,https://contribua.org/bairros/norte/centro/Rua_Quebra_Quilos__399__270.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799092988,10/21/2015 20:14:41,false,1777808711,,10/21/2015 20:10:54,false,neodev,0.6,34089903,VEN,"","",190.206.252.201,No,4,1,3,0,"left
Right",8,https://contribua.org/bairros/oeste/liberdade/Rua_Severino_Pimentel__321__180.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799092988,10/21/2015 21:07:47,false,1777862442,,10/21/2015 21:04:59,false,neodev,0.8,32884854,HUN,15,Pécs,92.249.213.154,No,5,2,0,0,"left
Right",8,https://contribua.org/bairros/oeste/liberdade/Rua_Severino_Pimentel__321__180.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799092988,10/21/2015 21:23:54,false,1777872844,,10/21/2015 21:19:44,false,gifthunterclub,0.8,32333519,VEN,"","",190.73.185.48,No,5,2,1,0,"left
Right",8,https://contribua.org/bairros/oeste/liberdade/Rua_Severino_Pimentel__321__180.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799092988,10/21/2015 23:59:57,false,1777981070,,10/21/2015 23:55:56,false,neodev,0.6667,25185311,USA,PA,Kutztown,72.92.64.55,No,5,1,0,0,"left
Right",8,https://contribua.org/bairros/oeste/liberdade/Rua_Severino_Pimentel__321__180.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799092988,10/22/2015 06:10:50,false,1778173741,,10/22/2015 06:08:52,false,clixsense,0.7,7604015,ROU,"","",46.97.2.198,No,6,3,0,0,"left
Right",8,https://contribua.org/bairros/oeste/liberdade/Rua_Severino_Pimentel__321__180.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799092988,10/22/2015 11:15:18,false,1778354349,,10/22/2015 11:13:23,false,neodev,0.6,11001032,GRC,"","",5.55.146.33,No,6,2,0,0,"left
Right",8,https://contribua.org/bairros/oeste/liberdade/Rua_Severino_Pimentel__321__180.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799092989,10/20/2015 19:20:17,false,1776572838,,10/20/2015 19:17:11,false,neodev,0.8,33119802,VEN,"","",190.199.221.3,No,0,5,0,0,"left
Right",8,https://contribua.org/bairros/oeste/liberdade/Rua_Severino_Pimentel__439__0.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
