_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,question1,question2,group,image_url,orig_question1,question1_gold,orig_question2,question2_gold,question3,step1,step2,step3,tip1,tip2,tip3
799092455,10/20/2015 13:55:13,false,1775968848,,10/20/2015 13:54:31,false,neodev,1.0,32075079,MKD,41,Skopje,79.126.212.231,0,0,4,https://contribua.org/bairros/oeste/catole/Rua_Otacilio_Nepomuceno__76_90.jpg,"Count acessible courtyards, plazas, parks and gardens",,Count major landscape features,,,"Acessible Courtyards, plazas, parks and gardens",Visible/Prominent Major Landscape features,,"Courtyard: a permanent space in which people are intended and able to enter|Plaza: large, enterable open space (bigger than 15 square feet), often with art and plants, or associated with building(s)|Park: place intended for human use/recreation; often with greenery, a playground, and so forth|Garden: enterable and larger than 10 square feet|Do not count median strips, even those with seating","Major landscape features: prominent natural landscape views like bodies of water, mountain ranges, or human-made features that incorporate the natural environment; serve as natural landmarks for orientation or reference|Parks do not count as major landscape features|Record the number of distinct landscape elements you encountered on either side of the street or in the distance (prominent distant features only)|If the feature is not visible walking in the designated direction do not count",
799092455,10/20/2015 13:58:39,false,1775972519,,10/20/2015 13:56:33,false,elite,1.0,30688710,IDN,"","",114.79.32.207,0,0,4,https://contribua.org/bairros/oeste/catole/Rua_Otacilio_Nepomuceno__76_90.jpg,"Count acessible courtyards, plazas, parks and gardens",,Count major landscape features,,,"Acessible Courtyards, plazas, parks and gardens",Visible/Prominent Major Landscape features,,"Courtyard: a permanent space in which people are intended and able to enter|Plaza: large, enterable open space (bigger than 15 square feet), often with art and plants, or associated with building(s)|Park: place intended for human use/recreation; often with greenery, a playground, and so forth|Garden: enterable and larger than 10 square feet|Do not count median strips, even those with seating","Major landscape features: prominent natural landscape views like bodies of water, mountain ranges, or human-made features that incorporate the natural environment; serve as natural landmarks for orientation or reference|Parks do not count as major landscape features|Record the number of distinct landscape elements you encountered on either side of the street or in the distance (prominent distant features only)|If the feature is not visible walking in the designated direction do not count",
799092456,10/20/2015 14:07:00,false,1775981142,,10/20/2015 14:06:20,false,neodev,1.0,32074320,TUR,53,Rize,78.168.55.184,0,0,4,https://contribua.org/bairros/oeste/catole/Rua_Joao_Francisco_Mota__64__90.jpg,"Count acessible courtyards, plazas, parks and gardens",,Count major landscape features,,,"Acessible Courtyards, plazas, parks and gardens",Visible/Prominent Major Landscape features,,"Courtyard: a permanent space in which people are intended and able to enter|Plaza: large, enterable open space (bigger than 15 square feet), often with art and plants, or associated with building(s)|Park: place intended for human use/recreation; often with greenery, a playground, and so forth|Garden: enterable and larger than 10 square feet|Do not count median strips, even those with seating","Major landscape features: prominent natural landscape views like bodies of water, mountain ranges, or human-made features that incorporate the natural environment; serve as natural landmarks for orientation or reference|Parks do not count as major landscape features|Record the number of distinct landscape elements you encountered on either side of the street or in the distance (prominent distant features only)|If the feature is not visible walking in the designated direction do not count",
799092456,10/20/2015 14:08:07,false,1775982334,,10/20/2015 14:07:30,false,neodev,1.0,34668665,MKD,41,Skopje,89.205.118.40,0,0,4,https://contribua.org/bairros/oeste/catole/Rua_Joao_Francisco_Mota__64__90.jpg,"Count acessible courtyards, plazas, parks and gardens",,Count major landscape features,,,"Acessible Courtyards, plazas, parks and gardens",Visible/Prominent Major Landscape features,,"Courtyard: a permanent space in which people are intended and able to enter|Plaza: large, enterable open space (bigger than 15 square feet), often with art and plants, or associated with building(s)|Park: place intended for human use/recreation; often with greenery, a playground, and so forth|Garden: enterable and larger than 10 square feet|Do not count median strips, even those with seating","Major landscape features: prominent natural landscape views like bodies of water, mountain ranges, or human-made features that incorporate the natural environment; serve as natural landmarks for orientation or reference|Parks do not count as major landscape features|Record the number of distinct landscape elements you encountered on either side of the street or in the distance (prominent distant features only)|If the feature is not visible walking in the designated direction do not count",
799092456,10/20/2015 14:11:09,false,1775985658,,10/20/2015 14:08:18,false,elite,1.0,30688710,IDN,"","",114.79.32.207,0,0,4,https://contribua.org/bairros/oeste/catole/Rua_Joao_Francisco_Mota__64__90.jpg,"Count acessible courtyards, plazas, parks and gardens",,Count major landscape features,,,"Acessible Courtyards, plazas, parks and gardens",Visible/Prominent Major Landscape features,,"Courtyard: a permanent space in which people are intended and able to enter|Plaza: large, enterable open space (bigger than 15 square feet), often with art and plants, or associated with building(s)|Park: place intended for human use/recreation; often with greenery, a playground, and so forth|Garden: enterable and larger than 10 square feet|Do not count median strips, even those with seating","Major landscape features: prominent natural landscape views like bodies of water, mountain ranges, or human-made features that incorporate the natural environment; serve as natural landmarks for orientation or reference|Parks do not count as major landscape features|Record the number of distinct landscape elements you encountered on either side of the street or in the distance (prominent distant features only)|If the feature is not visible walking in the designated direction do not count",
799092457,10/20/2015 13:32:44,false,1775946743,,10/20/2015 13:31:21,false,prodege,1.0,29354735,IRL,19,Dundalk,86.45.234.53,0,0,4,https://contribua.org/bairros/oeste/catole/Rua_Luisa_Bezerra_Mota__246_270.jpg,"Count acessible courtyards, plazas, parks and gardens",,Count major landscape features,,,"Acessible Courtyards, plazas, parks and gardens",Visible/Prominent Major Landscape features,,"Courtyard: a permanent space in which people are intended and able to enter|Plaza: large, enterable open space (bigger than 15 square feet), often with art and plants, or associated with building(s)|Park: place intended for human use/recreation; often with greenery, a playground, and so forth|Garden: enterable and larger than 10 square feet|Do not count median strips, even those with seating","Major landscape features: prominent natural landscape views like bodies of water, mountain ranges, or human-made features that incorporate the natural environment; serve as natural landmarks for orientation or reference|Parks do not count as major landscape features|Record the number of distinct landscape elements you encountered on either side of the street or in the distance (prominent distant features only)|If the feature is not visible walking in the designated direction do not count",
799092457,10/20/2015 13:37:46,false,1775953984,,10/20/2015 13:36:42,false,neodev,1.0,11042210,ESP,29,Madrid,80.39.62.201,0,0,4,https://contribua.org/bairros/oeste/catole/Rua_Luisa_Bezerra_Mota__246_270.jpg,"Count acessible courtyards, plazas, parks and gardens",,Count major landscape features,,,"Acessible Courtyards, plazas, parks and gardens",Visible/Prominent Major Landscape features,,"Courtyard: a permanent space in which people are intended and able to enter|Plaza: large, enterable open space (bigger than 15 square feet), often with art and plants, or associated with building(s)|Park: place intended for human use/recreation; often with greenery, a playground, and so forth|Garden: enterable and larger than 10 square feet|Do not count median strips, even those with seating","Major landscape features: prominent natural landscape views like bodies of water, mountain ranges, or human-made features that incorporate the natural environment; serve as natural landmarks for orientation or reference|Parks do not count as major landscape features|Record the number of distinct landscape elements you encountered on either side of the street or in the distance (prominent distant features only)|If the feature is not visible walking in the designated direction do not count",
799092457,10/20/2015 13:48:54,false,1775962803,,10/20/2015 13:46:44,false,elite,1.0,30487799,IDN,"","",114.79.32.207,0,0,4,https://contribua.org/bairros/oeste/catole/Rua_Luisa_Bezerra_Mota__246_270.jpg,"Count acessible courtyards, plazas, parks and gardens",,Count major landscape features,,,"Acessible Courtyards, plazas, parks and gardens",Visible/Prominent Major Landscape features,,"Courtyard: a permanent space in which people are intended and able to enter|Plaza: large, enterable open space (bigger than 15 square feet), often with art and plants, or associated with building(s)|Park: place intended for human use/recreation; often with greenery, a playground, and so forth|Garden: enterable and larger than 10 square feet|Do not count median strips, even those with seating","Major landscape features: prominent natural landscape views like bodies of water, mountain ranges, or human-made features that incorporate the natural environment; serve as natural landmarks for orientation or reference|Parks do not count as major landscape features|Record the number of distinct landscape elements you encountered on either side of the street or in the distance (prominent distant features only)|If the feature is not visible walking in the designated direction do not count",
799092458,10/20/2015 13:38:17,false,1775954337,,10/20/2015 13:36:50,false,prodege,1.0,29354735,IRL,19,Dundalk,86.45.234.53,0,0,4,https://contribua.org/bairros/oeste/catole/Rua_Luisa_Bezerra_Mota__246_90.jpg,"Count acessible courtyards, plazas, parks and gardens",,Count major landscape features,,,"Acessible Courtyards, plazas, parks and gardens",Visible/Prominent Major Landscape features,,"Courtyard: a permanent space in which people are intended and able to enter|Plaza: large, enterable open space (bigger than 15 square feet), often with art and plants, or associated with building(s)|Park: place intended for human use/recreation; often with greenery, a playground, and so forth|Garden: enterable and larger than 10 square feet|Do not count median strips, even those with seating","Major landscape features: prominent natural landscape views like bodies of water, mountain ranges, or human-made features that incorporate the natural environment; serve as natural landmarks for orientation or reference|Parks do not count as major landscape features|Record the number of distinct landscape elements you encountered on either side of the street or in the distance (prominent distant features only)|If the feature is not visible walking in the designated direction do not count",
799092458,10/20/2015 13:54:29,false,1775968058,,10/20/2015 13:53:46,false,neodev,1.0,32075079,MKD,41,Skopje,79.126.212.231,0,0,4,https://contribua.org/bairros/oeste/catole/Rua_Luisa_Bezerra_Mota__246_90.jpg,"Count acessible courtyards, plazas, parks and gardens",,Count major landscape features,,,"Acessible Courtyards, plazas, parks and gardens",Visible/Prominent Major Landscape features,,"Courtyard: a permanent space in which people are intended and able to enter|Plaza: large, enterable open space (bigger than 15 square feet), often with art and plants, or associated with building(s)|Park: place intended for human use/recreation; often with greenery, a playground, and so forth|Garden: enterable and larger than 10 square feet|Do not count median strips, even those with seating","Major landscape features: prominent natural landscape views like bodies of water, mountain ranges, or human-made features that incorporate the natural environment; serve as natural landmarks for orientation or reference|Parks do not count as major landscape features|Record the number of distinct landscape elements you encountered on either side of the street or in the distance (prominent distant features only)|If the feature is not visible walking in the designated direction do not count",
799092458,10/20/2015 13:57:53,false,1775971825,,10/20/2015 13:55:45,false,elite,1.0,30487799,IDN,"","",114.79.32.207,0,0,4,https://contribua.org/bairros/oeste/catole/Rua_Luisa_Bezerra_Mota__246_90.jpg,"Count acessible courtyards, plazas, parks and gardens",,Count major landscape features,,,"Acessible Courtyards, plazas, parks and gardens",Visible/Prominent Major Landscape features,,"Courtyard: a permanent space in which people are intended and able to enter|Plaza: large, enterable open space (bigger than 15 square feet), often with art and plants, or associated with building(s)|Park: place intended for human use/recreation; often with greenery, a playground, and so forth|Garden: enterable and larger than 10 square feet|Do not count median strips, even those with seating","Major landscape features: prominent natural landscape views like bodies of water, mountain ranges, or human-made features that incorporate the natural environment; serve as natural landmarks for orientation or reference|Parks do not count as major landscape features|Record the number of distinct landscape elements you encountered on either side of the street or in the distance (prominent distant features only)|If the feature is not visible walking in the designated direction do not count",
799092459,10/20/2015 13:43:37,false,1775958125,,10/20/2015 13:42:25,false,prodege,1.0,29354735,IRL,19,Dundalk,86.45.234.53,0,0,4,https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_270.jpg,"Count acessible courtyards, plazas, parks and gardens",,Count major landscape features,,,"Acessible Courtyards, plazas, parks and gardens",Visible/Prominent Major Landscape features,,"Courtyard: a permanent space in which people are intended and able to enter|Plaza: large, enterable open space (bigger than 15 square feet), often with art and plants, or associated with building(s)|Park: place intended for human use/recreation; often with greenery, a playground, and so forth|Garden: enterable and larger than 10 square feet|Do not count median strips, even those with seating","Major landscape features: prominent natural landscape views like bodies of water, mountain ranges, or human-made features that incorporate the natural environment; serve as natural landmarks for orientation or reference|Parks do not count as major landscape features|Record the number of distinct landscape elements you encountered on either side of the street or in the distance (prominent distant features only)|If the feature is not visible walking in the designated direction do not count",
799092459,10/20/2015 14:02:06,false,1775976187,,10/20/2015 14:00:02,false,elite,1.0,30487799,IDN,"","",114.79.32.143,0,0,4,https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_270.jpg,"Count acessible courtyards, plazas, parks and gardens",,Count major landscape features,,,"Acessible Courtyards, plazas, parks and gardens",Visible/Prominent Major Landscape features,,"Courtyard: a permanent space in which people are intended and able to enter|Plaza: large, enterable open space (bigger than 15 square feet), often with art and plants, or associated with building(s)|Park: place intended for human use/recreation; often with greenery, a playground, and so forth|Garden: enterable and larger than 10 square feet|Do not count median strips, even those with seating","Major landscape features: prominent natural landscape views like bodies of water, mountain ranges, or human-made features that incorporate the natural environment; serve as natural landmarks for orientation or reference|Parks do not count as major landscape features|Record the number of distinct landscape elements you encountered on either side of the street or in the distance (prominent distant features only)|If the feature is not visible walking in the designated direction do not count",
799092459,10/20/2015 14:02:29,false,1775976600,,10/20/2015 14:00:12,false,elite,1.0,33018241,IDN,"","",114.79.32.143,0,0,4,https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_270.jpg,"Count acessible courtyards, plazas, parks and gardens",,Count major landscape features,,,"Acessible Courtyards, plazas, parks and gardens",Visible/Prominent Major Landscape features,,"Courtyard: a permanent space in which people are intended and able to enter|Plaza: large, enterable open space (bigger than 15 square feet), often with art and plants, or associated with building(s)|Park: place intended for human use/recreation; often with greenery, a playground, and so forth|Garden: enterable and larger than 10 square feet|Do not count median strips, even those with seating","Major landscape features: prominent natural landscape views like bodies of water, mountain ranges, or human-made features that incorporate the natural environment; serve as natural landmarks for orientation or reference|Parks do not count as major landscape features|Record the number of distinct landscape elements you encountered on either side of the street or in the distance (prominent distant features only)|If the feature is not visible walking in the designated direction do not count",
799092460,10/20/2015 13:41:05,false,1775956151,,10/20/2015 13:39:52,false,prodege,1.0,29354735,IRL,19,Dundalk,86.45.234.53,0,0,4,https://contribua.org/bairros/oeste/liberdade/Rua_Edesio_Silva__602__0.jpg,"Count acessible courtyards, plazas, parks and gardens",,Count major landscape features,,,"Acessible Courtyards, plazas, parks and gardens",Visible/Prominent Major Landscape features,,"Courtyard: a permanent space in which people are intended and able to enter|Plaza: large, enterable open space (bigger than 15 square feet), often with art and plants, or associated with building(s)|Park: place intended for human use/recreation; often with greenery, a playground, and so forth|Garden: enterable and larger than 10 square feet|Do not count median strips, even those with seating","Major landscape features: prominent natural landscape views like bodies of water, mountain ranges, or human-made features that incorporate the natural environment; serve as natural landmarks for orientation or reference|Parks do not count as major landscape features|Record the number of distinct landscape elements you encountered on either side of the street or in the distance (prominent distant features only)|If the feature is not visible walking in the designated direction do not count",
799092460,10/20/2015 13:59:59,false,1775974043,,10/20/2015 13:57:56,false,elite,1.0,30487799,IDN,"","",114.79.32.207,0,0,4,https://contribua.org/bairros/oeste/liberdade/Rua_Edesio_Silva__602__0.jpg,"Count acessible courtyards, plazas, parks and gardens",,Count major landscape features,,,"Acessible Courtyards, plazas, parks and gardens",Visible/Prominent Major Landscape features,,"Courtyard: a permanent space in which people are intended and able to enter|Plaza: large, enterable open space (bigger than 15 square feet), often with art and plants, or associated with building(s)|Park: place intended for human use/recreation; often with greenery, a playground, and so forth|Garden: enterable and larger than 10 square feet|Do not count median strips, even those with seating","Major landscape features: prominent natural landscape views like bodies of water, mountain ranges, or human-made features that incorporate the natural environment; serve as natural landmarks for orientation or reference|Parks do not count as major landscape features|Record the number of distinct landscape elements you encountered on either side of the street or in the distance (prominent distant features only)|If the feature is not visible walking in the designated direction do not count",
799092460,10/20/2015 14:01:46,false,1775975752,,10/20/2015 13:55:15,false,neodev,1.0,32075079,MKD,41,Skopje,79.126.212.231,0,0,4,https://contribua.org/bairros/oeste/liberdade/Rua_Edesio_Silva__602__0.jpg,"Count acessible courtyards, plazas, parks and gardens",,Count major landscape features,,,"Acessible Courtyards, plazas, parks and gardens",Visible/Prominent Major Landscape features,,"Courtyard: a permanent space in which people are intended and able to enter|Plaza: large, enterable open space (bigger than 15 square feet), often with art and plants, or associated with building(s)|Park: place intended for human use/recreation; often with greenery, a playground, and so forth|Garden: enterable and larger than 10 square feet|Do not count median strips, even those with seating","Major landscape features: prominent natural landscape views like bodies of water, mountain ranges, or human-made features that incorporate the natural environment; serve as natural landmarks for orientation or reference|Parks do not count as major landscape features|Record the number of distinct landscape elements you encountered on either side of the street or in the distance (prominent distant features only)|If the feature is not visible walking in the designated direction do not count",
799092461,10/20/2015 13:36:49,false,1775953118,,10/20/2015 13:35:42,false,prodege,1.0,29354735,IRL,19,Dundalk,86.45.234.53,0,0,4,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_270.jpg,"Count acessible courtyards, plazas, parks and gardens",,Count major landscape features,,,"Acessible Courtyards, plazas, parks and gardens",Visible/Prominent Major Landscape features,,"Courtyard: a permanent space in which people are intended and able to enter|Plaza: large, enterable open space (bigger than 15 square feet), often with art and plants, or associated with building(s)|Park: place intended for human use/recreation; often with greenery, a playground, and so forth|Garden: enterable and larger than 10 square feet|Do not count median strips, even those with seating","Major landscape features: prominent natural landscape views like bodies of water, mountain ranges, or human-made features that incorporate the natural environment; serve as natural landmarks for orientation or reference|Parks do not count as major landscape features|Record the number of distinct landscape elements you encountered on either side of the street or in the distance (prominent distant features only)|If the feature is not visible walking in the designated direction do not count",
799092461,10/20/2015 13:39:20,false,1775955046,,10/20/2015 13:39:00,false,neodev,1.0,11042210,ESP,29,Madrid,80.39.62.201,0,0,4,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_270.jpg,"Count acessible courtyards, plazas, parks and gardens",,Count major landscape features,,,"Acessible Courtyards, plazas, parks and gardens",Visible/Prominent Major Landscape features,,"Courtyard: a permanent space in which people are intended and able to enter|Plaza: large, enterable open space (bigger than 15 square feet), often with art and plants, or associated with building(s)|Park: place intended for human use/recreation; often with greenery, a playground, and so forth|Garden: enterable and larger than 10 square feet|Do not count median strips, even those with seating","Major landscape features: prominent natural landscape views like bodies of water, mountain ranges, or human-made features that incorporate the natural environment; serve as natural landmarks for orientation or reference|Parks do not count as major landscape features|Record the number of distinct landscape elements you encountered on either side of the street or in the distance (prominent distant features only)|If the feature is not visible walking in the designated direction do not count",
799092461,10/20/2015 13:55:42,false,1775969310,,10/20/2015 13:53:34,false,elite,1.0,30487799,IDN,"","",114.79.32.207,0,0,4,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_270.jpg,"Count acessible courtyards, plazas, parks and gardens",,Count major landscape features,,,"Acessible Courtyards, plazas, parks and gardens",Visible/Prominent Major Landscape features,,"Courtyard: a permanent space in which people are intended and able to enter|Plaza: large, enterable open space (bigger than 15 square feet), often with art and plants, or associated with building(s)|Park: place intended for human use/recreation; often with greenery, a playground, and so forth|Garden: enterable and larger than 10 square feet|Do not count median strips, even those with seating","Major landscape features: prominent natural landscape views like bodies of water, mountain ranges, or human-made features that incorporate the natural environment; serve as natural landmarks for orientation or reference|Parks do not count as major landscape features|Record the number of distinct landscape elements you encountered on either side of the street or in the distance (prominent distant features only)|If the feature is not visible walking in the designated direction do not count",
