_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,for_the_left_side_your_answer_is,question11,question12,question1__left_side,question1__right_side,question2__left_side,question2__right_side,seeside,group,image_url,question1,question1__left_side_gold,question1__right_side_gold,question2,question2__left_side_gold,question2__right_side_gold,question3,seeside_gold,step1,step2,step3,tip1,tip2,tip3
799092672,10/28/2015 14:24:14,false,1784261025,,10/28/2015 14:23:07,false,cf_internal,0.8,34864111,BRA,17,Campina Grande,150.165.85.232,,,,1,1,0,0,"left
Right",6,https://contribua.org/bairros/oeste/catole/Rua_Cristina_Procopio_da_Silva__62__90.jpg,Estimate the proportion of street wall on each side of the street,,,Estimate the proportion of street-level facade that is covered by windows of any site on each side of the street,,,,,Proportion of street wall,Proportion Window,,"Street wall: the effect achieved when structures on a block continuously front the sidewalk/path providing a defined street-edge and feeling like a wall. A facade or wall over 5 feet contributes to the street wall if it is set back no more than 10 feet from the sidewalk/path edge. Gates/fences, greenery, or both over 5 feet tall that obstruct more than 60 percent of your view of the space beyond also count. Lawns, lots, driveways, and alleys break the street wall|Record the proportion estimates (use decimal increments of 0.10)|Cross streets do not count as breaks in the street wall|If brownstones with stairs coming down to the sidewalk are set back no more than about 10 feet, they create a street wall","Record the proportion out of the whole block seen (use decimal increments of 0.10)|Include only the windows at street level|If the building is being constructed behind a partition or does not have all of its walls yet, windows do not exist for the lot|Consider any type of window (cloudy windows, windows made of reflective glass, curtains drawn, etc.)",
799092673,10/20/2015 20:25:46,false,1776694745,,10/20/2015 20:24:30,false,cf_internal,1.0,34835246,BRA,17,Campina Grande,150.165.85.232,,,,,1,,0,Right,6,https://contribua.org/bairros/norte/centro/Avenida_Presidente_Joao_Pessoa__128__90.jpg,Estimate the proportion of street wall on each side of the street,,,Estimate the proportion of street-level facade that is covered by windows of any site on each side of the street,,,,,Proportion of street wall,Proportion Window,,"Street wall: the effect achieved when structures on a block continuously front the sidewalk/path providing a defined street-edge and feeling like a wall. A facade or wall over 5 feet contributes to the street wall if it is set back no more than 10 feet from the sidewalk/path edge. Gates/fences, greenery, or both over 5 feet tall that obstruct more than 60 percent of your view of the space beyond also count. Lawns, lots, driveways, and alleys break the street wall|Record the proportion estimates (use decimal increments of 0.10)|Cross streets do not count as breaks in the street wall|If brownstones with stairs coming down to the sidewalk are set back no more than about 10 feet, they create a street wall","Record the proportion out of the whole block seen (use decimal increments of 0.10)|Include only the windows at street level|If the building is being constructed behind a partition or does not have all of its walls yet, windows do not exist for the lot|Consider any type of window (cloudy windows, windows made of reflective glass, curtains drawn, etc.)",
799092673,10/28/2015 14:24:14,false,1784261023,,10/28/2015 14:23:07,false,cf_internal,0.8,34864111,BRA,17,Campina Grande,150.165.85.232,,,,,1,,0,Right,6,https://contribua.org/bairros/norte/centro/Avenida_Presidente_Joao_Pessoa__128__90.jpg,Estimate the proportion of street wall on each side of the street,,,Estimate the proportion of street-level facade that is covered by windows of any site on each side of the street,,,,,Proportion of street wall,Proportion Window,,"Street wall: the effect achieved when structures on a block continuously front the sidewalk/path providing a defined street-edge and feeling like a wall. A facade or wall over 5 feet contributes to the street wall if it is set back no more than 10 feet from the sidewalk/path edge. Gates/fences, greenery, or both over 5 feet tall that obstruct more than 60 percent of your view of the space beyond also count. Lawns, lots, driveways, and alleys break the street wall|Record the proportion estimates (use decimal increments of 0.10)|Cross streets do not count as breaks in the street wall|If brownstones with stairs coming down to the sidewalk are set back no more than about 10 feet, they create a street wall","Record the proportion out of the whole block seen (use decimal increments of 0.10)|Include only the windows at street level|If the building is being constructed behind a partition or does not have all of its walls yet, windows do not exist for the lot|Consider any type of window (cloudy windows, windows made of reflective glass, curtains drawn, etc.)",
799092674,10/20/2015 20:26:40,false,1776696389,,10/20/2015 20:25:48,false,cf_internal,1.0,34835246,BRA,17,Campina Grande,150.165.85.232,,,,1,1,0,0,"left
Right",6,https://contribua.org/bairros/oeste/catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg,Estimate the proportion of street wall on each side of the street,,,Estimate the proportion of street-level facade that is covered by windows of any site on each side of the street,,,,,Proportion of street wall,Proportion Window,,"Street wall: the effect achieved when structures on a block continuously front the sidewalk/path providing a defined street-edge and feeling like a wall. A facade or wall over 5 feet contributes to the street wall if it is set back no more than 10 feet from the sidewalk/path edge. Gates/fences, greenery, or both over 5 feet tall that obstruct more than 60 percent of your view of the space beyond also count. Lawns, lots, driveways, and alleys break the street wall|Record the proportion estimates (use decimal increments of 0.10)|Cross streets do not count as breaks in the street wall|If brownstones with stairs coming down to the sidewalk are set back no more than about 10 feet, they create a street wall","Record the proportion out of the whole block seen (use decimal increments of 0.10)|Include only the windows at street level|If the building is being constructed behind a partition or does not have all of its walls yet, windows do not exist for the lot|Consider any type of window (cloudy windows, windows made of reflective glass, curtains drawn, etc.)",
799092674,10/28/2015 14:28:20,false,1784263236,,10/28/2015 14:27:12,false,cf_internal,0.8,34864111,BRA,17,Campina Grande,150.165.85.232,,,,1,1,0,0,"left
Right",6,https://contribua.org/bairros/oeste/catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg,Estimate the proportion of street wall on each side of the street,,,Estimate the proportion of street-level facade that is covered by windows of any site on each side of the street,,,,,Proportion of street wall,Proportion Window,,"Street wall: the effect achieved when structures on a block continuously front the sidewalk/path providing a defined street-edge and feeling like a wall. A facade or wall over 5 feet contributes to the street wall if it is set back no more than 10 feet from the sidewalk/path edge. Gates/fences, greenery, or both over 5 feet tall that obstruct more than 60 percent of your view of the space beyond also count. Lawns, lots, driveways, and alleys break the street wall|Record the proportion estimates (use decimal increments of 0.10)|Cross streets do not count as breaks in the street wall|If brownstones with stairs coming down to the sidewalk are set back no more than about 10 feet, they create a street wall","Record the proportion out of the whole block seen (use decimal increments of 0.10)|Include only the windows at street level|If the building is being constructed behind a partition or does not have all of its walls yet, windows do not exist for the lot|Consider any type of window (cloudy windows, windows made of reflective glass, curtains drawn, etc.)",
799092675,10/20/2015 20:26:40,false,1776696385,,10/20/2015 20:25:48,false,cf_internal,1.0,34835246,BRA,17,Campina Grande,150.165.85.232,,,,1,1,0,0,"left
Right",6,https://contribua.org/bairros/norte/centro/Rua_Coronel_Salvino_Figueiredo__251_270.jpg,Estimate the proportion of street wall on each side of the street,,,Estimate the proportion of street-level facade that is covered by windows of any site on each side of the street,,,,,Proportion of street wall,Proportion Window,,"Street wall: the effect achieved when structures on a block continuously front the sidewalk/path providing a defined street-edge and feeling like a wall. A facade or wall over 5 feet contributes to the street wall if it is set back no more than 10 feet from the sidewalk/path edge. Gates/fences, greenery, or both over 5 feet tall that obstruct more than 60 percent of your view of the space beyond also count. Lawns, lots, driveways, and alleys break the street wall|Record the proportion estimates (use decimal increments of 0.10)|Cross streets do not count as breaks in the street wall|If brownstones with stairs coming down to the sidewalk are set back no more than about 10 feet, they create a street wall","Record the proportion out of the whole block seen (use decimal increments of 0.10)|Include only the windows at street level|If the building is being constructed behind a partition or does not have all of its walls yet, windows do not exist for the lot|Consider any type of window (cloudy windows, windows made of reflective glass, curtains drawn, etc.)",
799092675,10/28/2015 14:28:20,false,1784263240,,10/28/2015 14:27:12,false,cf_internal,0.8,34864111,BRA,17,Campina Grande,150.165.85.232,,,,1,1,0,0,"left
Right",6,https://contribua.org/bairros/norte/centro/Rua_Coronel_Salvino_Figueiredo__251_270.jpg,Estimate the proportion of street wall on each side of the street,,,Estimate the proportion of street-level facade that is covered by windows of any site on each side of the street,,,,,Proportion of street wall,Proportion Window,,"Street wall: the effect achieved when structures on a block continuously front the sidewalk/path providing a defined street-edge and feeling like a wall. A facade or wall over 5 feet contributes to the street wall if it is set back no more than 10 feet from the sidewalk/path edge. Gates/fences, greenery, or both over 5 feet tall that obstruct more than 60 percent of your view of the space beyond also count. Lawns, lots, driveways, and alleys break the street wall|Record the proportion estimates (use decimal increments of 0.10)|Cross streets do not count as breaks in the street wall|If brownstones with stairs coming down to the sidewalk are set back no more than about 10 feet, they create a street wall","Record the proportion out of the whole block seen (use decimal increments of 0.10)|Include only the windows at street level|If the building is being constructed behind a partition or does not have all of its walls yet, windows do not exist for the lot|Consider any type of window (cloudy windows, windows made of reflective glass, curtains drawn, etc.)",
799092678,10/20/2015 20:28:42,false,1776701025,,10/20/2015 20:27:54,false,cf_internal,1.0,34835246,BRA,17,Campina Grande,150.165.85.232,,,,1,0.4,0,0,"left
Right",6,https://contribua.org/bairros/norte/centro/Avenida_Dom_Pedro_II__500_270.jpg,Estimate the proportion of street wall on each side of the street,,,Estimate the proportion of street-level facade that is covered by windows of any site on each side of the street,,,,,Proportion of street wall,Proportion Window,,"Street wall: the effect achieved when structures on a block continuously front the sidewalk/path providing a defined street-edge and feeling like a wall. A facade or wall over 5 feet contributes to the street wall if it is set back no more than 10 feet from the sidewalk/path edge. Gates/fences, greenery, or both over 5 feet tall that obstruct more than 60 percent of your view of the space beyond also count. Lawns, lots, driveways, and alleys break the street wall|Record the proportion estimates (use decimal increments of 0.10)|Cross streets do not count as breaks in the street wall|If brownstones with stairs coming down to the sidewalk are set back no more than about 10 feet, they create a street wall","Record the proportion out of the whole block seen (use decimal increments of 0.10)|Include only the windows at street level|If the building is being constructed behind a partition or does not have all of its walls yet, windows do not exist for the lot|Consider any type of window (cloudy windows, windows made of reflective glass, curtains drawn, etc.)",
799092678,10/28/2015 14:18:54,false,1784258098,,10/28/2015 14:17:38,false,cf_internal,0.8,34864111,BRA,17,Campina Grande,150.165.85.232,,,,1,0.3,0,0,"left
Right",6,https://contribua.org/bairros/norte/centro/Avenida_Dom_Pedro_II__500_270.jpg,Estimate the proportion of street wall on each side of the street,,,Estimate the proportion of street-level facade that is covered by windows of any site on each side of the street,,,,,Proportion of street wall,Proportion Window,,"Street wall: the effect achieved when structures on a block continuously front the sidewalk/path providing a defined street-edge and feeling like a wall. A facade or wall over 5 feet contributes to the street wall if it is set back no more than 10 feet from the sidewalk/path edge. Gates/fences, greenery, or both over 5 feet tall that obstruct more than 60 percent of your view of the space beyond also count. Lawns, lots, driveways, and alleys break the street wall|Record the proportion estimates (use decimal increments of 0.10)|Cross streets do not count as breaks in the street wall|If brownstones with stairs coming down to the sidewalk are set back no more than about 10 feet, they create a street wall","Record the proportion out of the whole block seen (use decimal increments of 0.10)|Include only the windows at street level|If the building is being constructed behind a partition or does not have all of its walls yet, windows do not exist for the lot|Consider any type of window (cloudy windows, windows made of reflective glass, curtains drawn, etc.)",
799092680,10/21/2015 20:52:23,false,1777850972,,10/21/2015 20:50:31,false,clixsense,0.7273,21665495,CAN,"","",24.105.69.70,,,,0.5,0.5,0,0,"left
Right",6,https://contribua.org/bairros/oeste/catole/Rua_Otacilio_Nepomuceno__76_0.jpg,Estimate the proportion of street wall on each side of the street,,,Estimate the proportion of street-level facade that is covered by windows of any site on each side of the street,,,,,Proportion of street wall,Proportion Window,,"Street wall: the effect achieved when structures on a block continuously front the sidewalk/path providing a defined street-edge and feeling like a wall. A facade or wall over 5 feet contributes to the street wall if it is set back no more than 10 feet from the sidewalk/path edge. Gates/fences, greenery, or both over 5 feet tall that obstruct more than 60 percent of your view of the space beyond also count. Lawns, lots, driveways, and alleys break the street wall|Record the proportion estimates (use decimal increments of 0.10)|Cross streets do not count as breaks in the street wall|If brownstones with stairs coming down to the sidewalk are set back no more than about 10 feet, they create a street wall","Record the proportion out of the whole block seen (use decimal increments of 0.10)|Include only the windows at street level|If the building is being constructed behind a partition or does not have all of its walls yet, windows do not exist for the lot|Consider any type of window (cloudy windows, windows made of reflective glass, curtains drawn, etc.)",
799092680,10/23/2015 18:31:35,false,1779755033,,10/23/2015 18:22:07,false,neodev,0.75,34307510,IND,16,Mumbai,182.59.186.69,,,,1,1,0,0,"left
Right",6,https://contribua.org/bairros/oeste/catole/Rua_Otacilio_Nepomuceno__76_0.jpg,Estimate the proportion of street wall on each side of the street,,,Estimate the proportion of street-level facade that is covered by windows of any site on each side of the street,,,,,Proportion of street wall,Proportion Window,,"Street wall: the effect achieved when structures on a block continuously front the sidewalk/path providing a defined street-edge and feeling like a wall. A facade or wall over 5 feet contributes to the street wall if it is set back no more than 10 feet from the sidewalk/path edge. Gates/fences, greenery, or both over 5 feet tall that obstruct more than 60 percent of your view of the space beyond also count. Lawns, lots, driveways, and alleys break the street wall|Record the proportion estimates (use decimal increments of 0.10)|Cross streets do not count as breaks in the street wall|If brownstones with stairs coming down to the sidewalk are set back no more than about 10 feet, they create a street wall","Record the proportion out of the whole block seen (use decimal increments of 0.10)|Include only the windows at street level|If the building is being constructed behind a partition or does not have all of its walls yet, windows do not exist for the lot|Consider any type of window (cloudy windows, windows made of reflective glass, curtains drawn, etc.)",
799092681,10/20/2015 20:26:40,false,1776696388,,10/20/2015 20:25:48,false,cf_internal,1.0,34835246,BRA,17,Campina Grande,150.165.85.232,,,,1,1,0,0,"left
Right",6,https://contribua.org/bairros/oeste/catole/Rua_Doutor_Antonio_Telha__235_180.jpg,Estimate the proportion of street wall on each side of the street,,,Estimate the proportion of street-level facade that is covered by windows of any site on each side of the street,,,,,Proportion of street wall,Proportion Window,,"Street wall: the effect achieved when structures on a block continuously front the sidewalk/path providing a defined street-edge and feeling like a wall. A facade or wall over 5 feet contributes to the street wall if it is set back no more than 10 feet from the sidewalk/path edge. Gates/fences, greenery, or both over 5 feet tall that obstruct more than 60 percent of your view of the space beyond also count. Lawns, lots, driveways, and alleys break the street wall|Record the proportion estimates (use decimal increments of 0.10)|Cross streets do not count as breaks in the street wall|If brownstones with stairs coming down to the sidewalk are set back no more than about 10 feet, they create a street wall","Record the proportion out of the whole block seen (use decimal increments of 0.10)|Include only the windows at street level|If the building is being constructed behind a partition or does not have all of its walls yet, windows do not exist for the lot|Consider any type of window (cloudy windows, windows made of reflective glass, curtains drawn, etc.)",
799092681,10/28/2015 14:28:20,false,1784263238,,10/28/2015 14:27:12,false,cf_internal,0.8,34864111,BRA,17,Campina Grande,150.165.85.232,,,,1,1,0,0,"left
Right",6,https://contribua.org/bairros/oeste/catole/Rua_Doutor_Antonio_Telha__235_180.jpg,Estimate the proportion of street wall on each side of the street,,,Estimate the proportion of street-level facade that is covered by windows of any site on each side of the street,,,,,Proportion of street wall,Proportion Window,,"Street wall: the effect achieved when structures on a block continuously front the sidewalk/path providing a defined street-edge and feeling like a wall. A facade or wall over 5 feet contributes to the street wall if it is set back no more than 10 feet from the sidewalk/path edge. Gates/fences, greenery, or both over 5 feet tall that obstruct more than 60 percent of your view of the space beyond also count. Lawns, lots, driveways, and alleys break the street wall|Record the proportion estimates (use decimal increments of 0.10)|Cross streets do not count as breaks in the street wall|If brownstones with stairs coming down to the sidewalk are set back no more than about 10 feet, they create a street wall","Record the proportion out of the whole block seen (use decimal increments of 0.10)|Include only the windows at street level|If the building is being constructed behind a partition or does not have all of its walls yet, windows do not exist for the lot|Consider any type of window (cloudy windows, windows made of reflective glass, curtains drawn, etc.)",
799092685,10/20/2015 20:25:46,false,1776694734,,10/20/2015 20:24:30,false,cf_internal,1.0,34835246,BRA,17,Campina Grande,150.165.85.232,,,,0.8,1,0,0,"left
Right",6,https://contribua.org/bairros/oeste/liberdade/Rua_Acre__635_270.jpg,Estimate the proportion of street wall on each side of the street,,,Estimate the proportion of street-level facade that is covered by windows of any site on each side of the street,,,,,Proportion of street wall,Proportion Window,,"Street wall: the effect achieved when structures on a block continuously front the sidewalk/path providing a defined street-edge and feeling like a wall. A facade or wall over 5 feet contributes to the street wall if it is set back no more than 10 feet from the sidewalk/path edge. Gates/fences, greenery, or both over 5 feet tall that obstruct more than 60 percent of your view of the space beyond also count. Lawns, lots, driveways, and alleys break the street wall|Record the proportion estimates (use decimal increments of 0.10)|Cross streets do not count as breaks in the street wall|If brownstones with stairs coming down to the sidewalk are set back no more than about 10 feet, they create a street wall","Record the proportion out of the whole block seen (use decimal increments of 0.10)|Include only the windows at street level|If the building is being constructed behind a partition or does not have all of its walls yet, windows do not exist for the lot|Consider any type of window (cloudy windows, windows made of reflective glass, curtains drawn, etc.)",
