_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,question1,question2,question3__left_side,question3__right_side,seeside,group,image_url,orig_question1,question1_gold,orig_question2,question2_gold,question3,question3__left_side_gold,question3__right_side_gold,seeside_gold,step1,step2,step3,tip1,tip2,tip3
811096690,11/12/2015 18:24:00,false,1799080924,,11/12/2015 18:21:12,false,clixsense,1.0,21408115,IDN,07,Jepara,36.73.21.198,2,0.1,0.5,,left,7,https://contribua.org/bairros/oeste/catole/Rua_Doutor_Antonio_Telha__235_180.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096691,11/12/2015 18:24:21,false,1799081207,,11/12/2015 18:22:35,false,neodev,1.0,33017118,ESP,51,Málaga,83.54.24.88,1,1,,1,Right,7,https://contribua.org/bairros/oeste/catole/Rua_Doutor_Antonio_Telha_-_Catole__Campina_Grande__90.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096692,11/12/2015 18:27:47,false,1799084614,,11/12/2015 18:22:19,false,instagc,1.0,35031689,,,"",103.195.141.10,1,0.5,0.3,0.3,"left
Right",7,https://contribua.org/bairros/oeste/liberdade/Rua_Padre_Pedro_Serrao__336__270.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096693,11/12/2015 18:39:55,false,1799098161,,11/12/2015 18:38:24,false,clixsense,0.75,28835210,IND,25,Dindigul,180.215.103.83,1,1,1,1,"left
Right",7,https://contribua.org/bairros/oeste/liberdade/Rua_Acre__635_90.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096693,11/12/2015 18:41:52,false,1799100458,,11/12/2015 18:40:03,false,clixsense,1.0,31001292,RUS,"","",95.27.114.182,2,0.4,0.1,0.4,"left
Right",7,https://contribua.org/bairros/oeste/liberdade/Rua_Acre__635_90.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096693,11/12/2015 18:50:35,false,1799111365,,11/12/2015 18:48:52,false,cf_internal,0.7692,34864111,BRA,17,Campina Grande,150.165.85.232,0,0.4,0.4,0.45,"left
Right",7,https://contribua.org/bairros/oeste/liberdade/Rua_Acre__635_90.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096694,11/12/2015 18:19:12,false,1799077063,,11/12/2015 18:17:28,false,cf_internal,0.7692,34864111,BRA,17,Campina Grande,150.165.85.232,0,0.4,0.3,0.4,"left
Right",7,https://contribua.org/bairros/oeste/liberdade/Rua_Acre__635_270.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096695,11/12/2015 18:38:24,false,1799096316,,11/12/2015 18:36:58,false,clixsense,1.0,31001292,RUS,"","",95.27.114.182,2,0.5,0.3,0.4,"left
Right",7,https://contribua.org/bairros/oeste/liberdade/Rua_Padre_Pedro_Serrao__207__90.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096695,11/12/2015 18:50:35,false,1799111361,,11/12/2015 18:48:52,false,cf_internal,0.7692,34864111,BRA,17,Campina Grande,150.165.85.232,1,0.45,0.3,0.3,"left
Right",7,https://contribua.org/bairros/oeste/liberdade/Rua_Padre_Pedro_Serrao__207__90.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096695,11/12/2015 18:54:41,false,1799116564,,11/12/2015 18:52:30,false,clixsense,0.75,28835210,IND,25,Dindigul,180.215.103.83,1,1,0.5,0.5,"left
Right",7,https://contribua.org/bairros/oeste/liberdade/Rua_Padre_Pedro_Serrao__207__90.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096696,11/12/2015 18:36:31,false,1799094326,,11/12/2015 18:34:44,false,clixsense,1.0,31001292,RUS,"","",95.27.114.182,1,0.6,0.4,,left,7,https://contribua.org/bairros/oeste/catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_90.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096696,11/12/2015 18:50:35,false,1799111358,,11/12/2015 18:48:52,false,cf_internal,0.7692,34864111,BRA,17,Campina Grande,150.165.85.232,0,0.5,,0.4,Right,7,https://contribua.org/bairros/oeste/catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_90.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096696,11/12/2015 18:54:41,false,1799116557,,11/12/2015 18:52:30,false,clixsense,0.75,28835210,IND,25,Dindigul,180.215.103.83,0,0.5,1,,left,7,https://contribua.org/bairros/oeste/catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_90.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096697,11/12/2015 18:24:00,false,1799080922,,11/12/2015 18:21:12,false,clixsense,1.0,21408115,IDN,07,Jepara,36.73.21.198,1,0.5,0.04,0.6,"left
Right",7,https://contribua.org/bairros/oeste/liberdade/Rua_Riachuelo__847__180.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096698,11/12/2015 18:22:16,false,1799079340,,11/12/2015 18:17:53,false,instagc,1.0,35031689,,,"",103.195.141.10,1,0.5,,0.7,Right,7,https://contribua.org/bairros/oeste/catole/Rua_Deputado_Ascendino_Moura__101__270.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096699,11/12/2015 18:25:09,false,1799081975,,11/12/2015 18:20:49,false,neodev,1.0,32074320,TUR,53,Rize,78.162.120.24,1,0.70,0.30,0.30,"left
Right",7,https://contribua.org/bairros/oeste/liberdade/Rua_Severino_Pimentel__439__180.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096700,11/12/2015 14:18:14,false,1798901059,,11/12/2015 14:16:42,false,cf_internal,0.7692,34864111,BRA,17,João Pessoa,179.236.17.203,0,0.5,,0.4,Right,7,https://contribua.org/bairros/oeste/catole/Rua_Deputado_Ascendino_Moura__101__90.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096701,11/12/2015 18:25:20,false,1799082094,,11/12/2015 18:20:42,false,clixsense,1.0,34112292,IND,10,Sirsa,117.220.166.68,2,0.25,0.25,0.25,"left
Right",7,https://contribua.org/bairros/norte/centro/Rua_Quebra_Quilos__399__90.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
