N30715+2018-09-30T11:35:52.313736+590+69044+516+189.71.64.131+2018-09-30T11:36:04.021801+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1360.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0669.JPG"}"+
N30716+2018-09-30T11:39:49.101405+590+69046+516+189.71.64.131+2018-09-30T11:40:03.169659+++"{"userProfile": {"live": "sim", "educ": "superior", "sex": "M"}, "question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/SAM_0767.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0731.JPG"}"+
N30743+2018-10-10T02:56:14.654453+590+69048++181.223.173.35+2018-10-10T02:56:25.899233+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1334.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0712.JPG"}"+
N30748+2018-10-10T02:57:34.081364+590+69046++191.35.120.181+2018-10-10T02:57:41.892861+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/SAM_0767.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0731.JPG"}"+
N30750+2018-10-10T02:57:49.146201+590+69049++191.35.120.181+2018-10-10T02:57:56.925644+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1353.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0728.JPG"}"+
N30752+2018-10-10T02:58:03.520821+590+69045++191.35.120.181+2018-10-10T02:58:08.626367+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1346.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0744.JPG"}"+
N30717+2018-09-30T11:41:54.384830+590+69043+516+189.71.64.131+2018-09-30T11:42:06.567812+++"{"userProfile": {"live": "sim", "educ": "superior", "sex": "M"}, "question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1336.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0677.JPG"}"+
N30718+2018-09-30T11:45:54.283274+590+69043++191.35.119.168+2018-09-30T11:46:27.280992+++"{"userProfile": {"live": "sim", "educ": "superior", "sex": "F"}, "question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1336.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0677.JPG"}"+
N30727+2018-10-06T14:01:40.202042+590+69048++191.33.35.135+2018-10-06T14:01:46.487256+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1334.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0712.JPG"}"+
N30719+2018-09-30T11:46:27.519411+590+69044++191.35.119.168+2018-09-30T11:46:32.674046+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1360.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0669.JPG"}"+
N30714+2018-09-30T11:35:41.837142+590+69048+516+189.71.64.131+2018-09-30T11:35:52.117429+++"{"userProfile": {"live": "sim", "educ": "superior", "sex": "M"}, "question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1334.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0712.JPG"}"+
N30720+2018-09-30T11:46:33.523247+590+69049++191.35.119.168+2018-09-30T11:46:43.935681+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1353.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0728.JPG"}"+
N30739+2018-10-10T02:54:56.055606+590+69047++181.223.173.35+2018-10-10T02:55:48.177894+++"{"userProfile": {"live": "nao", "educ": "medio", "sex": "M"}, "question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0738.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1355.JPG"}"+
N30745+2018-10-10T02:56:40.669679+590+69049++181.223.173.35+2018-10-10T02:56:47.953124+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1353.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0728.JPG"}"+
N30749+2018-10-10T02:57:42.161920+590+69048++191.35.120.181+2018-10-10T02:57:48.900761+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1334.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0712.JPG"}"+
N30779+2018-10-10T04:02:34.628898+590+69047++189.40.103.128+2018-10-10T04:03:07.819467+++"{"userProfile": {"live": "nao", "educ": "superior", "sex": "M"}, "question": "seguro", "theLess": "equal", "theMost": "equal"}"+
N30783+2018-10-10T04:03:22.422246+590+69045++189.40.103.128+2018-10-10T04:03:29.375008+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1346.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0744.JPG"}"+
N30784+2018-10-10T04:03:29.643995+590+69046++189.40.103.128+2018-10-10T04:03:34.485878+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/SAM_0767.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0731.JPG"}"+
N30792+2018-10-10T04:38:24.673140+590+69044++187.183.205.99+2018-10-10T04:38:30.547569+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1360.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0669.JPG"}"+
N30795+2018-10-10T07:50:32.002280+590+69046++179.178.134.95+2018-10-10T07:50:58.109393+++"{"userProfile": {"live": "nao", "educ": "superior", "sex": "F"}, "question": "seguro", "theLess": "equal", "theMost": "equal"}"+
N30813+2018-10-10T08:56:36.016816+590+69050++170.80.233.252+2018-10-10T08:56:46.647989+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/SAM_0764.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0731.JPG"}"+
N30823+2018-10-10T10:04:35.401822+590+69044++179.178.134.7+2018-10-10T10:04:51.975768+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0669.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1360.JPG"}"+
N30858+2018-10-10T11:13:29.239760+590+69049++177.37.237.246+2018-10-10T11:14:01.607462+++"{"userProfile": {"live": "nao", "educ": "superior", "sex": "M"}, "question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1353.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0728.JPG"}"+
N30876+2018-10-10T11:32:34.236569+590+69044++177.206.144.80+2018-10-10T11:32:41.070863+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1360.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0669.JPG"}"+
N30886+2018-10-10T11:35:19.155775+590+69050++46.189.208.115+2018-10-10T11:35:29.348697+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/SAM_0764.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0731.JPG"}"+
N30897+2018-10-10T11:44:54.910522+590+69050++149.156.72.198+2018-10-10T11:44:58.760806+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0731.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro B/SAM_0764.JPG"}"+
N30900+2018-10-10T11:45:14.099678+590+69049++149.156.72.198+2018-10-10T11:45:17.048411+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1353.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0728.JPG"}"+
N30902+2018-10-10T11:45:22.107091+590+69043++149.156.72.198+2018-10-10T11:45:30.870768+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0677.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1336.JPG"}"+
N30904+2018-10-10T11:47:18.209421+590+69048++191.33.95.97+2018-10-10T11:50:34.859374+++"{"userProfile": {"live": "sim", "educ": "superior", "sex": "M"}, "question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0712.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1334.JPG"}"+
N30911+2018-10-10T11:51:19.488318+590+69045++191.33.95.97+2018-10-10T11:51:36.266627+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1346.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0744.JPG"}"+
N30913+2018-10-10T12:02:15.674255+590+69049++177.37.237.171+2018-10-10T12:02:34.966993+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1353.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0728.JPG"}"+
N30925+2018-10-10T12:32:19.824882+590+69046++191.35.101.116+2018-10-10T12:32:26.018816+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/SAM_0767.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0731.JPG"}"+
N30928+2018-10-10T12:32:46.961101+590+69049++191.253.16.97+2018-10-10T12:32:52.638236+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1353.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0728.JPG"}"+
N30935+2018-10-10T12:33:34.875959+590+69045++191.35.101.116+2018-10-10T12:33:43.183433+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1346.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0744.JPG"}"+
N30973+2018-10-10T14:34:10.634679+590+69049++191.35.105.9+2018-10-10T14:34:41.451856+++"{"userProfile": {"live": "nao", "educ": "superior", "sex": "F"}, "question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1353.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0728.JPG"}"+
N30992+2018-10-10T17:12:46.587636+590+69048++179.183.92.150+2018-10-10T17:12:48.962229+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1334.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0712.JPG"}"+
N30747+2018-10-10T02:56:49.490345+590+69047++191.35.120.181+2018-10-10T02:57:33.813684+++"{"userProfile": {"live": "nao", "educ": "superior", "sex": "M"}, "question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1355.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0738.JPG"}"+
N30751+2018-10-10T02:57:57.149221+590+69050++191.35.120.181+2018-10-10T02:58:03.289246+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/SAM_0764.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0731.JPG"}"+
N30753+2018-10-10T02:58:08.846314+590+69044++191.35.120.181+2018-10-10T02:58:14.751264+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1360.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0669.JPG"}"+
N30756+2018-10-10T03:27:10.926437+590+69047++191.33.63.151+2018-10-10T03:27:34.703093+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1355.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0738.JPG"}"+
N30760+2018-10-10T03:27:57.885080+590+69044++191.33.63.151+2018-10-10T03:28:02.349915+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1360.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0669.JPG"}"+
N30761+2018-10-10T03:28:02.565756+590+69045++191.33.63.151+2018-10-10T03:28:08.164414+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1346.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0744.JPG"}"+
N30763+2018-10-10T03:47:32.879659+590+69046++177.37.239.119+2018-10-10T03:48:16.612984+++"{"userProfile": {"live": "nao", "educ": "superior", "sex": "F"}, "question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/SAM_0767.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0731.JPG"}"+
N30764+2018-10-10T03:48:16.859229+590+69050++177.37.239.119+2018-10-10T03:48:33.496871+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/SAM_0764.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0731.JPG"}"+
N30765+2018-10-10T03:48:40.275022+590+69048++177.37.239.119+2018-10-10T03:48:53.057440+++"{"userProfile": {"live": "", "educ": "", "sex": ""}, "question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1334.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0712.JPG"}"+
N30768+2018-10-10T03:49:18.859590+590+69045++177.37.239.119+2018-10-10T03:49:30.565071+++"{"userProfile": {"live": "", "educ": "", "sex": ""}, "question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1346.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0744.JPG"}"+
N30770+2018-10-10T03:49:45.520707+590+69044++177.37.239.119+2018-10-10T03:50:03.745769+++"{"userProfile": {"live": "", "educ": "", "sex": ""}, "question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1360.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0669.JPG"}"+
N30771+2018-10-10T03:57:28.145138+590+69044++191.33.58.173+2018-10-10T03:57:57.225822+++"{"userProfile": {"live": "sim", "educ": "superior", "sex": "F"}, "question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1360.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0669.JPG"}"+
N30773+2018-10-10T03:58:03.768095+590+69050++191.33.58.173+2018-10-10T03:58:09.438873+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/SAM_0764.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0731.JPG"}"+
N30775+2018-10-10T03:58:17.212160+590+69049++191.33.58.173+2018-10-10T03:58:29.376699+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1353.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0728.JPG"}"+
N30777+2018-10-10T03:58:36.330810+590+69048++191.33.58.173+2018-10-10T03:58:42.874097+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1334.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0712.JPG"}"+
N30778+2018-10-10T03:58:43.116482+590+69046++191.33.58.173+2018-10-10T03:58:53.600228+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0731.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro B/SAM_0767.JPG"}"+
N30781+2018-10-10T04:03:14.703811+590+69048++189.40.103.128+2018-10-10T04:03:17.785677+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1334.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0712.JPG"}"+
N30786+2018-10-10T04:03:39.855935+590+69044++189.40.103.128+2018-10-10T04:03:46.884888+++"{"question": "seguro", "theLess": "equal", "theMost": "equal"}"+
N30788+2018-10-10T04:37:30.019582+590+69045++187.183.205.99+2018-10-10T04:37:35.759505+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1346.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0744.JPG"}"+
N30790+2018-10-10T04:37:43.915001+590+69046++187.183.205.99+2018-10-10T04:37:58.144665+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/SAM_0767.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0731.JPG"}"+
N30791+2018-10-10T04:37:58.267619+590+69047++187.183.205.99+2018-10-10T04:38:24.541855+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1355.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0738.JPG"}"+
N30794+2018-10-10T04:38:35.137803+590+69050++187.183.205.99+2018-10-10T04:38:40.228218+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/SAM_0764.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0731.JPG"}"+
N30797+2018-10-10T07:51:27.555205+590+69044++179.178.134.95+2018-10-10T07:51:40.291548+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1360.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0669.JPG"}"+
N30799+2018-10-10T07:52:51.498721+590+69043++179.178.134.95+2018-10-10T07:52:58.339626+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1336.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0677.JPG"}"+
N30811+2018-10-10T08:56:08.154567+590+69045++170.80.233.252+2018-10-10T08:56:19.723821+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1346.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0744.JPG"}"+
N30755+2018-10-10T03:26:39.724947+590+69043++191.33.63.151+2018-10-10T03:27:10.679726+++"{"userProfile": {"live": "nao", "educ": "superior", "sex": "F"}, "question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1336.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0677.JPG"}"+
N30757+2018-10-10T03:27:34.952573+590+69048++191.33.63.151+2018-10-10T03:27:43.590918+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1334.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0712.JPG"}"+
N30758+2018-10-10T03:27:43.805325+590+69049++191.33.63.151+2018-10-10T03:27:49.222489+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1353.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0728.JPG"}"+
N30762+2018-10-10T03:28:08.395905+590+69046++191.33.63.151+2018-10-10T03:28:27.659943+++"{"question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0731.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro B/SAM_0767.JPG"}"+
N30766+2018-10-10T03:48:53.255197+590+69047++177.37.239.119+2018-10-10T03:49:07.132214+++"{"userProfile": {"live": "", "educ": "", "sex": ""}, "question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1355.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0738.JPG"}"+
N30767+2018-10-10T03:49:07.433251+590+69049++177.37.239.119+2018-10-10T03:49:18.657153+++"{"userProfile": {"live": "", "educ": "", "sex": ""}, "question": "seguro", "theLess": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1353.JPG", "theMost": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0728.JPG"}"+
