_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,question1,question2__left_side,question2__right_side,question3,seeside,group,image_url,orig_question1,question1_gold,question2,question2__left_side_gold,question2__right_side_gold,orig_question3,question3_gold,seeside_gold,step1,step2,step3,tip1,tip2,tip3
799363948,10/20/2015 14:58:10,false,1776039431,,10/20/2015 14:56:02,false,neodev,1.0,23586122,BEL,08,Roeselare,178.118.55.65,0,0,0,0,"left
Right",2,https://contribua.org/bairros/oeste/catole/Rua_Inacio_Marques_da_Silva__434_270.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363948,10/20/2015 15:13:03,false,1776059120,,10/20/2015 15:10:47,false,neodev,1.0,32719688,LKA,"","",61.245.163.4,0,0,1,0,"left
Right",2,https://contribua.org/bairros/oeste/catole/Rua_Inacio_Marques_da_Silva__434_270.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363948,10/20/2015 15:27:35,false,1776084284,,10/20/2015 15:21:50,false,neodev,1.0,33384589,VEN,25,Caracas,161.196.171.28,0,0,0,0,"left
Right",2,https://contribua.org/bairros/oeste/catole/Rua_Inacio_Marques_da_Silva__434_270.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363948,10/20/2015 15:28:50,false,1776086905,,10/20/2015 15:25:52,false,neodev,1.0,30427447,ITA,10,Colbordolo,151.76.114.15,0,,0,0,Right,2,https://contribua.org/bairros/oeste/catole/Rua_Inacio_Marques_da_Silva__434_270.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363948,10/20/2015 15:35:59,false,1776100848,,10/20/2015 15:30:40,false,neodev,1.0,34593552,VEN,25,Caracas,161.196.169.239,0,0,0,0,"left
Right",2,https://contribua.org/bairros/oeste/catole/Rua_Inacio_Marques_da_Silva__434_270.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363948,10/20/2015 16:42:08,false,1776249582,,10/20/2015 16:38:46,false,clixsense,1.0,33955941,BIH,01,Sarajevo,77.77.237.31,0,1,0,0,"left
Right",2,https://contribua.org/bairros/oeste/catole/Rua_Inacio_Marques_da_Silva__434_270.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363948,10/20/2015 17:53:44,false,1776402870,,10/20/2015 17:51:15,false,neodev,1.0,34465421,BIH,01,Sarajevo,77.78.255.40,0,0,0,0,"left
Right",2,https://contribua.org/bairros/oeste/catole/Rua_Inacio_Marques_da_Silva__434_270.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363948,10/20/2015 18:34:12,false,1776495713,,10/20/2015 18:32:09,false,tremorgames,1.0,22796717,ARG,01,Banfield,190.51.145.148,0,,0,0,Right,2,https://contribua.org/bairros/oeste/catole/Rua_Inacio_Marques_da_Silva__434_270.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363949,10/28/2015 14:47:35,false,1784274926,,10/28/2015 14:46:00,false,neodev,0.9333,29674710,VEN,25,Caracas,186.167.248.184,0,2,1,0,"left
Right",2,https://contribua.org/bairros/oeste/catole/Rua_Honorio_de_Melo__240__90.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363950,10/20/2015 13:56:18,false,1775969871,,10/20/2015 13:55:35,false,clixsense,1.0,21665495,CAN,"","",24.105.69.70,0,0,,0,left,2,https://contribua.org/bairros/oeste/catole/Rua_Otacilio_Nepomuceno__76_90.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363950,10/20/2015 14:58:30,false,1776039934,,10/20/2015 14:52:31,false,neodev,0.9333,29674710,VEN,25,Caracas,186.167.251.178,0,1,0,0,"left
Right",2,https://contribua.org/bairros/oeste/catole/Rua_Otacilio_Nepomuceno__76_90.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363950,10/20/2015 15:01:59,false,1776044247,,10/20/2015 14:58:58,false,neodev,1.0,32075079,MKD,41,Skopje,79.126.212.231,0,0,0,0,"left
Right",2,https://contribua.org/bairros/oeste/catole/Rua_Otacilio_Nepomuceno__76_90.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363950,10/20/2015 15:43:58,false,1776117900,,10/20/2015 15:41:49,false,neodev,1.0,33384589,VEN,25,Caracas,161.196.171.28,0,0,,0,left,2,https://contribua.org/bairros/oeste/catole/Rua_Otacilio_Nepomuceno__76_90.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363951,10/28/2015 14:43:18,false,1784271846,,10/28/2015 14:42:12,false,cf_internal,1.0,34835246,BRA,17,Campina Grande,150.165.85.232,0,0,0,0,"left
Right",2,https://contribua.org/bairros/oeste/catole/Rua_Joao_Francisco_Mota__64__90.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363952,10/28/2015 14:45:43,false,1784273616,,10/28/2015 14:44:43,false,cf_internal,1.0,34835246,BRA,17,Campina Grande,150.165.85.232,1,0,0,0,"left
Right",2,https://contribua.org/bairros/oeste/catole/Rua_Luisa_Bezerra_Mota__246_270.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363953,10/20/2015 13:25:23,false,1775934244,,10/20/2015 13:24:21,false,clixsense,1.0,21665495,CAN,"","",24.105.69.70,0,2,0,0,"left
Right",2,https://contribua.org/bairros/oeste/catole/Rua_Luisa_Bezerra_Mota__246_90.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363953,10/20/2015 13:43:07,false,1775957796,,10/20/2015 13:41:28,false,clixsense,0.9167,33910257,RUS,"","",185.52.155.221,0,1,0,0,"left
Right",2,https://contribua.org/bairros/oeste/catole/Rua_Luisa_Bezerra_Mota__246_90.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363953,10/20/2015 13:59:07,false,1775973054,,10/20/2015 13:56:35,false,neodev,1.0,33203552,IND,19,Bangalore,101.212.70.163,0,2,0,0,"left
Right",2,https://contribua.org/bairros/oeste/catole/Rua_Luisa_Bezerra_Mota__246_90.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363953,10/20/2015 14:20:57,false,1775996396,,10/20/2015 14:11:24,false,neodev,1.0,31657610,IND,02,Tenali,175.101.68.48,0,1,0,0,"left
Right",2,https://contribua.org/bairros/oeste/catole/Rua_Luisa_Bezerra_Mota__246_90.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363953,10/20/2015 14:35:51,false,1776014025,,10/20/2015 14:28:08,false,neodev,0.9333,29674710,VEN,25,Caracas,186.167.248.46,0,2,0,0,"left
Right",2,https://contribua.org/bairros/oeste/catole/Rua_Luisa_Bezerra_Mota__246_90.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363953,10/20/2015 14:45:37,false,1776025097,,10/20/2015 14:39:32,false,elite,0.8333,30688710,IDN,"","",114.79.32.207,0,1,0,0,"left
Right",2,https://contribua.org/bairros/oeste/catole/Rua_Luisa_Bezerra_Mota__246_90.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363953,10/20/2015 14:58:57,false,1776040631,,10/20/2015 14:50:13,false,neodev,1.0,32075079,MKD,41,Skopje,79.126.212.231,0,2,0,0,"left
Right",2,https://contribua.org/bairros/oeste/catole/Rua_Luisa_Bezerra_Mota__246_90.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363953,10/20/2015 15:15:04,false,1776061873,,10/20/2015 15:13:12,false,neodev,1.0,32719688,LKA,"","",61.245.163.4,0,2,0,0,"left
Right",2,https://contribua.org/bairros/oeste/catole/Rua_Luisa_Bezerra_Mota__246_90.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363953,10/20/2015 15:41:47,false,1776113406,,10/20/2015 15:28:18,false,neodev,1.0,33384589,VEN,25,Caracas,161.196.171.28,0,1,0,0,"left
Right",2,https://contribua.org/bairros/oeste/catole/Rua_Luisa_Bezerra_Mota__246_90.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363954,10/20/2015 13:56:18,false,1775969865,,10/20/2015 13:55:35,false,clixsense,1.0,21665495,CAN,"","",24.105.69.70,0,2,1,0,"left
Right",2,https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_270.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363954,10/20/2015 14:58:30,false,1776039962,,10/20/2015 14:52:31,false,neodev,0.9333,29674710,VEN,25,Caracas,186.167.251.178,0,2,1,0,"left
Right",2,https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_270.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363954,10/20/2015 15:01:59,false,1776044258,,10/20/2015 14:58:58,false,neodev,1.0,32075079,MKD,41,Skopje,79.126.212.231,0,3,1,0,"left
Right",2,https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_270.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363954,10/20/2015 15:43:58,false,1776117931,,10/20/2015 15:41:49,false,neodev,1.0,33384589,VEN,25,Caracas,161.196.171.28,0,2,1,0,"left
Right",2,https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_270.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363955,10/20/2015 13:28:37,false,1775940049,,10/20/2015 13:27:50,false,clixsense,1.0,21665495,CAN,"","",24.105.69.70,1,0,0,0,"left
Right",2,https://contribua.org/bairros/oeste/liberdade/Rua_Edesio_Silva__602__0.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363955,10/20/2015 13:47:22,false,1775961348,,10/20/2015 13:46:08,false,clixsense,0.9167,33910257,RUS,"","",185.52.155.221,1,0,0,0,"left
Right",2,https://contribua.org/bairros/oeste/liberdade/Rua_Edesio_Silva__602__0.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363955,10/20/2015 14:38:45,false,1776017517,,10/20/2015 14:35:53,false,neodev,0.9333,29674710,VEN,25,Caracas,186.167.243.48,0,0,1,0,"left
Right",2,https://contribua.org/bairros/oeste/liberdade/Rua_Edesio_Silva__602__0.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363955,10/20/2015 14:52:53,false,1776033490,,10/20/2015 14:50:14,false,clixsense,1.0,15751665,DEU,07,Herten,176.199.123.14,0,0,1,0,"left
Right",2,https://contribua.org/bairros/oeste/liberdade/Rua_Edesio_Silva__602__0.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363955,10/20/2015 14:58:28,false,1776039899,,10/20/2015 14:54:19,false,elite,1.0,33018241,IDN,"","",114.79.32.143,1,0,1,0,"left
Right",2,https://contribua.org/bairros/oeste/liberdade/Rua_Edesio_Silva__602__0.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363955,10/20/2015 17:40:11,false,1776373098,,10/20/2015 17:37:20,false,clixsense,1.0,33955941,BIH,01,Sarajevo,77.77.237.31,0,0,1,0,"left
Right",2,https://contribua.org/bairros/oeste/liberdade/Rua_Edesio_Silva__602__0.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363955,10/20/2015 18:14:40,false,1776450863,,10/20/2015 18:13:23,false,neodev,1.0,28844739,GRC,35,Athens,46.177.123.51,1,0,0,0,"left
Right",2,https://contribua.org/bairros/oeste/liberdade/Rua_Edesio_Silva__602__0.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363955,10/20/2015 18:49:27,false,1776528091,,10/20/2015 18:48:11,false,tremorgames,1.0,22796717,ARG,01,Banfield,190.51.145.148,0,0,0,0,"left
Right",2,https://contribua.org/bairros/oeste/liberdade/Rua_Edesio_Silva__602__0.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363956,10/20/2015 13:27:50,false,1775938750,,10/20/2015 13:26:36,false,clixsense,1.0,21665495,CAN,"","",24.105.69.70,4,3,3,0,"left
Right",2,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_270.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363956,10/20/2015 13:45:45,false,1775959824,,10/20/2015 13:44:06,false,clixsense,0.9167,33910257,RUS,"","",185.52.155.221,4,3,2,0,"left
Right",2,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_270.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363956,10/20/2015 13:52:57,false,1775966499,,10/20/2015 13:49:24,false,neodev,1.0,32697501,LKA,"","",203.189.185.123,1,5,2,0,"left
Right",2,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_270.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363956,10/20/2015 14:02:21,false,1775976393,,10/20/2015 13:59:40,false,clixsense,1.0,30334906,TUR,38,Kayseri,81.213.155.74,1,5,2,0,"left
Right",2,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_270.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363956,10/20/2015 14:12:06,false,1775986667,,10/20/2015 14:08:58,false,clixsense,1.0,17968637,RUS,"","",178.69.164.17,4,3,2,0,"left
Right",2,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_270.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363956,10/20/2015 14:17:25,false,1775992568,,10/20/2015 14:14:31,false,neodev,1.0,32053642,GBR,H9,London,86.157.15.86,3,3,2,0,"left
Right",2,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_270.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363956,10/20/2015 15:04:08,false,1776046714,,10/20/2015 15:02:01,false,neodev,1.0,32075079,MKD,41,Skopje,79.126.212.231,4,3,2,0,"left
Right",2,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_270.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363956,10/20/2015 15:08:17,false,1776052099,,10/20/2015 15:05:47,false,elite,1.0,33018241,IDN,"","",114.79.32.207,3,3,3,0,"left
Right",2,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_270.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363956,10/20/2015 15:17:32,false,1776066061,,10/20/2015 15:15:39,false,neodev,1.0,23586122,BEL,08,Roeselare,178.118.55.65,3,4,3,0,"left
Right",2,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_270.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363956,10/20/2015 15:19:43,false,1776069781,,10/20/2015 15:17:40,false,neodev,1.0,32719688,LKA,"","",61.245.163.4,4,4,3,0,"left
Right",2,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_270.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363956,10/20/2015 15:36:30,false,1776101859,,10/20/2015 15:16:36,false,neodev,0.9333,29674710,VEN,25,Caracas,186.167.251.220,2,4,2,0,"left
Right",2,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_270.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363956,10/20/2015 17:20:22,false,1776331045,,10/20/2015 17:15:23,false,clixsense,1.0,30975173,BIH,01,Visoko,77.221.30.188,4,3,2,0,"left
Right",2,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_270.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363956,10/20/2015 18:41:49,false,1776512851,,10/20/2015 18:40:17,false,tremorgames,1.0,22796717,ARG,01,Banfield,190.51.145.148,4,3,3,0,"left
Right",2,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_270.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363957,10/20/2015 15:58:53,false,1776151185,,10/20/2015 15:56:42,false,neodev,1.0,33384589,VEN,25,Caracas,161.196.171.28,0,0,0,0,"left
Right",2,https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_90.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363957,10/20/2015 15:59:43,false,1776153234,,10/20/2015 15:57:28,false,neodev,1.0,18643535,ROU,10,Bucharest,78.96.115.16,1,0,0,0,"left
Right",2,https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_90.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363957,10/20/2015 16:00:58,false,1776155899,,10/20/2015 15:58:09,false,neodev,1.0,34593552,VEN,25,Caracas,161.196.169.239,1,0,0,0,"left
Right",2,https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_90.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363957,10/20/2015 18:47:40,false,1776524514,,10/20/2015 18:41:51,false,tremorgames,1.0,22796717,ARG,01,Banfield,190.51.145.148,0,0,0,0,"left
Right",2,https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_90.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
799363958,10/28/2015 14:44:18,false,1784272569,,10/28/2015 14:41:49,false,hiving,0.8571,33048733,ITA,09,Guidizzolo,77.43.46.117,1,1,0,0,"left
Right",2,https://contribua.org/bairros/oeste/catole/Rua_Joao_Francisco_Mota__64__270.jpg,Count the number of moving cars,,Count the number of parked cars on each side of the street,,,Count the number of moving bicylists,,,Number of Moving Cars,Number of Parked Cars,Number of Moving Cyclists,,,
