choice	age_cat	gender	income	d_swidth	d_mvcars	d_pcars	d_trees	d_mvciclyst	d_lands	d_bid	d_bheig	d_dbuild	d_people	d_graff	bair_cat
0	adulto	masculino	media baixa	2.7894736842	1.24390243902	-7.46341463415	0	2.39024390244	-1.26428571429	-1	0	-1.5	1	0	lib_cen
1	adulto	masculino	media baixa	-0.666666666700003	-2	-6	0	-1	-1	-1	-0.0544477840223765	1	0	0	cat_cen
0	adulto	masculino	media	0	-1.9787234042553	-14.170212765957	3.6	-1	-1.41532258065	-0.33333333333	-0.443796492264786	-0.69565217391	-1.422077922074	0	lib_cen
0	jovem	feminino	baixa	0.5	-1.5	-15	4.5	-1	0	4	-0.540568381362703	0	-2.28571428571	0	lib_cen
0	jovem	feminino	baixa	-5.7938596491	0.5	-11.5	2	0	-0.0892857142899999	-1	0	-0.5	-1	0	lib_cen
0	jovem	feminino	baixa	1.6666666667	0	1	0	0	-0.375	0	0.0692626624371138	0.5	1.83333333333	1	cen_lib
1	jovem	masculino	media baixa	-2	-2	-7	0	-1	0.25	-1	0.581395885700963	3	0	1	cat_cen
1	jovem	masculino	media baixa	11.3333333333	0.44444444444	-12.44444444444	3.66666666667	-1	0.5	-2	0.392317422778761	-0.86363636364	-2.28571428571	0	mesmo
0	adulto	masculino	media baixa	8.6666666667	-1.33333333333	-6.66666666667	1	-0.833333333333	0.16666666667	-0.666666666667	-0.932885804141463	-1.25	-0.833333333333	0	lib_cen
0	adulto	masculino	media baixa	3.2	-2	-11	3	-1	0.75	-2	-0.476438043942987	-2	-2.28571428571	0	lib_cen
1	adulto	masculino	media baixa	9	1	-8.25	5	0	0.5	1	-1.62491928214517	-4.6	-1	-1	cat_cen
0	adulto	masculino	media baixa	0.5	-1.5	-15	4.5	-1	0	4	-0.540568381362703	0	-2.28571428571	0	lib_cen
0	adulto	masculino	media baixa	-18.6666666667	0.3	-3.55	-1	0	0	0	-0.355732649329783	-2.6	-1	0	mesmo
1	adulto	masculino	media baixa	-0.666666666700003	-4.46153846154	0.9230769230769	2	0	1.14285714286	-1.333333333333	-2.50438498487413	-1	0	0	cat_cen
0	adulto	masculino	media baixa	-9.3333333333	-1	-5	-1	-1	-1.5	0	0.20945336562895	1	1.93650793651	1	mesmo
0	adulto	masculino	media baixa	3.5	-1.9375	-4.95833333333	-1	0.0833333333299999	0.875	-1	0.637429920615292	-0.66666666667	2	0	lib_cen
1	adulto	masculino	media baixa	-7.3333333333	-2	-10.571428571429	-2.88235294118	0	-1.75	0	-0.519374159093579	0.5	7.4	-1	lib_cen
0	adulto	masculino	media baixa	6.5	-1.5	-5	4.5	0	-0.16666666667	6	-1.71049338280501	0	0	0	lib_cen
0	adulto	masculino	media	-7.5	-9	-3.94444444444	-4	0	-0.66666666667	-3	-1.49476469174958	0	-0.93333333333	0	lib_cen
0	adulto	masculino	media baixa	0	-1.9787234042553	-14.170212765957	3.6	-1	-1.41532258065	-0.33333333333	-0.443796492264786	-0.69565217391	-1.422077922074	0	lib_cen
0	adulto	masculino	media baixa	4	-5.46153846154	2.9230769230769	-1.8	0	2.14285714286	-2	-2.25927248703759	0.5	0	0	cat_cen
0	adulto	masculino	media baixa	5.6	2.1	0.0999999999999996	2	0	0	-4	0.648183481011124	0.5	6.25	0	mesmo
0	adulto	masculino	media	-11.2105263158	0	-9	-4	2	-2.26279317698	-0.333333333333	0.644105985473112	3	4	0	mesmo
1	adulto	masculino	media	-3.8666666667	3.15384615385	4.92307692308	1.33333333333	0	1.875	0	0.285402218862249	-1.33333333333	-1.7499999999967	-1	mesmo
1	jovem	feminino	baixa	-7.3333333334	0	-1	0	0	1.05748175182	1	-0.318175960030002	-1	-1.83333333333	0	lib_cen
1	jovem	feminino	baixa	3.5	0.847826086957	2.47826086957	-3	0	0	1	0.769702380578206	-0.5	0	0	cen_lib
1	jovem	feminino	baixa	2	-4	-1.94444444444	-4	2	-0.66666666667	-0.66666666667	-0.909802191028422	5	0.16666666667	0	lib_cen
1	adulto	masculino	media baixa	-11.3333333333	-8.854545454545	-1.07171717171	-3.9411764705882	0.745454545455	-2.02553763441	-2	-1.14684138832927	2.5	8.2181818182	0	mesmo
0	adulto	masculino	media	0.5	-0.33333333333	-7.66666666667	-0.75	-0.833333333333	0.16666666667	-1	-0.534336427651188	2	-0.833333333333	0	cat_cen
0	adulto	masculino	media	4.5333333333	-3.15384615385	-4.92307692308	-2.33333333333	0	-2.5	0	-0.584962500721157	2.33333333333	-0.0833333333333	0	cat_cen
0	adulto	masculino	media	-7.5	-9	-3.94444444444	-4	0	-0.66666666667	-3	-1.49476469174958	0	-0.93333333333	0	lib_cen
0	jovem	feminino	baixa	6.6666666667	-2	3.25	-1	0	-0.66666666667	0	-0.259603500434891	-0.4	1	1	mesmo
1	jovem	feminino	baixa	-5.8666666667	0.04	-0.94	-1	0.1	0.875	0.2	-0.552541023028899	-2	-1.83333333333	-1	cat_cen
0	jovem	feminino	baixa	18	-0.666666666667	-1	-0.4	3	-1.15	-2	-2.1926450779424	-2	-1.85	0	cat_cen
0	jovem	feminino	baixa	17.3333333333	0.44444444444	-2.44444444444	3.66666666667	0	0.33333333333	0	-0.777607578663551	-0.86363636364	0	0	mesmo
0	jovem	feminino	baixa	-6.619047619	-5.46153846154	0.9230769230769	0	0	-0.35714285714	-2	-2.98625399263068	-1.5	0	0	lib_cen
1	jovem	feminino	baixa	-3.8666666667	3.15384615385	4.92307692308	1.33333333333	0	1.875	0	0.285402218862249	-1.33333333333	-1.7499999999967	-1	mesmo
0	jovem	feminino	baixa	-8	-9	-1.94444444444	-3	0	-2.66666666667	-2	-0.954196310386875	-2	-2.6	0	cat_cen
1	jovem	feminino	baixa	2.92792792789999	4	-8.25	3.27777777778	0	1.50769230769	0.333333333333	-4.91032150100742	-5.6	-1	-1	mesmo
0	jovem	feminino	baixa	-3.5	-9	0.0555555555599998	1	0	0.33333333333	2	-1.0962153152593	2.33333333333	3.06666666667	0	mesmo
0	jovem	feminino	baixa	-11.3333333333	-8.854545454545	-1.07171717171	-3.9411764705882	0.745454545455	-2.02553763441	-2	-1.14684138832927	2.5	8.2181818182	0	mesmo
0	jovem	feminino	baixa	-2	-2	-7	0	-1	0.25	-1	0.581395885700963	3	0	1	cat_cen
0	jovem	feminino	baixa	-0.933333333299998	-0.1	-5.1	-3	0	0.25	3	-0.966833136064801	0	1.15	-1	mesmo
1	jovem	feminino	baixa	11.3333333333	4	5	0	0	1.375	0	0.107615099648421	0	6.16666666667	-1	mesmo
0	jovem	feminino	baixa	-4.3333333333	0.145454545455	2.87272727273	-2.9411764705882	0.745454545455	-1.35887096774	1	-0.123382415505282	2	10.8181818182	0	cen_lib
0	jovem	feminino	baixa	0	-2	-12	-0.5	-1	0	-1	-0.0931094043914813	-2.25	-2.142857142853	0	lib_cen
1	jovem	masculino	media baixa	5.3333333333	0.5	-1	-1	0	0.70833333333	0	0	-2	-1.83333333333	-1	cat_cen
0	jovem	masculino	media baixa	-8.8	-8.512820512821	-3.303418803414	-4	0.25641025641	-1.66666666667	-1	-0.668794091524626	2	9.4	0	mesmo
0	adulto	masculino	media	-0.933333333299998	-0.1	-5.1	-3	0	0.25	3	-0.966833136064801	0	1.15	-1	mesmo
0	jovem	feminino	baixa	-17.0105263158	0	-12	0	0	-1.38095238096	-1	0	-1.64285714286	-1	0	cat_cen
1	jovem	feminino	baixa	1	0	0.111111111111	4	0	1	0	-0.471305718925589	0.5	0	0	mesmo
0	jovem	feminino	baixa	1.3333333333	-7	7.05555555556	0	0	0.0833333333300001	-2	-0.527931555684777	0.5	-2	1	mesmo
0	jovem	feminino	baixa	-5.9	0.416589861752	-4.16313364051	0	0.8175115207376	0.14960629921	3.45	-1.13130370741228	-2.5	2.6	0	mesmo
1	jovem	feminino	baixa	1.1904761905	-2	-14.666666666667	-2	-1	0.875	-2	-0.540568381362703	-5	-2.28571428571	0	cat_cen
0	jovem	feminino	baixa	-14	-2	-11	-1	0	-0.0675182481799999	0	-0.7444407147321	-0.5	-0.6	0	lib_cen
0	jovem	feminino	baixa	-7.6666666667	0	2	-3	2	-1.17350746269	0.666666666667	0.103537604110409	3	3.16666666667	-1	mesmo
1	jovem	feminino	baixa	2	2	-6	-1	-1	0.875	0.33333333333	0.394859617341214	1	1	0	lib_cen
0	jovem	feminino	baixa	-20.6105263158	3	-7	-4	1	-0.51428571429	0	0.932885804141463	-2	1.6	0	mesmo
1	jovem	masculino	media baixa	2	2	-6	-1	-1	0.875	0.33333333333	0.394859617341214	1	1	0	lib_cen
0	jovem	feminino	baixa	-8.6666666667	-9	-3.94444444444	-1	0	-0.16666666667	-2.055555555556	-0.954196310386875	0	-1.6	0	cat_cen
1	jovem	feminino	baixa	16.3333333333	2.44444444444	2.55555555556	2.66666666667	0	1	0	0.461580085215874	0.63636363636	0	0	cen_lib
1	jovem	feminino	baixa	-11.7333333333	-1.228571428571	-4.48571428571	-4	0.914285714286	-0.75	2.45	-0.283306800857333	-1.5	2.4	-1	mesmo
1	jovem	feminino	baixa	-7.7333333333	0.1	-4.9	4	0	-0.55652173913	-4	3.48893561294738	-0.5	-1.083333333333	0	mesmo
1	jovem	masculino	media baixa	-2.87719298250001	5	-9	-1	0	0.41071428571	1	0.540568381362703	-0.33333333333	1	0	lib_cen
1	jovem	masculino	media baixa	2.5	-1.5	-7	4.5	-1	0.5	5	-0.295455883526171	1	0	0	lib_cen
1	jovem	masculino	media baixa	3.2	-2	-11	3	-1	0.75	-2	-0.476438043942987	-2	-2.28571428571	0	lib_cen
0	jovem	masculino	media baixa	-13.3333333333	-1.9538461538462	-7.67692307692	-4	0	-2.39782608696	-1	-0.966833136064801	-0.66666666667	-0.552380952381	-1	lib_cen
1	jovem	feminino	media alta	-8.8	-8.512820512821	-3.303418803414	-4	0.25641025641	-1.66666666667	-1	-0.668794091524626	2	9.4	0	mesmo
1	jovem	feminino	media alta	-0.666666666700003	-2	-6	0	-1	-1	-1	-0.0544477840223765	1	0	0	cat_cen
0	jovem	feminino	media alta	-6	-2	-13	-1	-1	-2.5	-1	0	-4	-2.28571428571	0	cat_cen
1	jovem	feminino	media alta	3.3333333333	4	0	-2	0	1.25	1.33333333333	0.149747119504682	1	-0.83333333333	-1	lib_cen
1	jovem	feminino	media alta	9.25	-1	5	1	1.2	0.36885245902	1.33333333333	0.454565863465481	0	3.33333333333	0	mesmo
1	jovem	masculino	media baixa	1.2894736842	5	-5	-4	0	-1.21428571429	2.75	1.06413033741972	5.5	7.66666666667	0	mesmo
1	jovem	masculino	media baixa	3.3333333333	4	0	-2	0	1.25	1.33333333333	0.149747119504682	1	-0.83333333333	-1	lib_cen
1	jovem	feminino	media alta	-11.7333333333	-1.228571428571	-4.48571428571	-4	0.914285714286	-0.75	2.45	-0.283306800857333	-1.5	2.4	-1	mesmo
0	jovem	feminino	media alta	6.6666666667	-5.46153846154	2.9230769230769	2	0	1.14285714286	-2	-2.7998408684003	-3.25	0	0	cat_cen
1	jovem	feminino	media alta	-2.2	3.15384615385	5.92307692308	1.33333333333	0	1.5	0	0.354664881299362	-0.83333333333	0.0833333333333	0	cen_lib
0	jovem	feminino	media alta	-1.3333333333	-9	4.30555555556	-3	0	-0.66666666667	-3	-0.0438748093794539	1.6	-1.6	1	mesmo
0	jovem	feminino	media alta	1.3333333333	-2	-15	-1	-1	-0.5	-2	0.20945336562895	-1.1	-2.28571428571	0	cat_cen
1	jovem	feminino	media alta	2.3333333333	0	1	1	0	0.25	3	0.769702380578206	-0.5	1.19230769231	0	mesmo
0	jovem	feminino	media alta	-9.5438596491	0	-12	-1.5	0	-0.71428571429	-1	-0.237039197301365	0.6	-1	0	lib_cen
0	jovem	feminino	media alta	-7.3333333333	-2	-10.636363636364	-4	0	-0.83474576271	-1	-0.966833136064801	3.5	10.4	-1	lib_cen
0	jovem	masculino	media baixa	-12.5333333333	-1.96	-10.94	-2	0.1	-0.25	-0.8	-0.978805777730997	-1.5	-0.6	-1	cat_cen
1	jovem	feminino	baixa	9.25	-1	5	1	1.2	0.36885245902	1.33333333333	0.454565863465481	0	3.33333333333	0	mesmo
0	jovem	feminino	media alta	1.3333333333	-7	7.05555555556	0	0	0.0833333333300001	-2	-0.527931555684777	0.5	-2	1	mesmo
0	jovem	feminino	media alta	-1.3333333333	-2	-9	0.85	0	-0.25	-1	-0.918470114503402	-0.5	-0.6	-1	lib_cen
1	jovem	feminino	media alta	-9.5438596491	0.145454545455	-9.12727272727	-3.9411764705882	0.745454545455	-2.07315668203	0	0.347923303420307	1.5	9.8181818182	0	mesmo
0	jovem	feminino	media alta	-2.1428571428	-2	-10.666666666667	-4	0	0.625	-1	-0.966833136064801	-3.5	-0.6	-1	cat_cen
0	jovem	feminino	media alta	-6	-9	-3.94444444444	-2	0	-0.41666666667	-3	-0.617912922522443	4	-2.6	1	cat_cen
1	jovem	feminino	media alta	11.3333333333	4	5	0	0	1.375	0	0.107615099648421	0	6.16666666667	-1	mesmo
0	jovem	feminino	media alta	3.3333333333	0	-4	2	-1	0.25	-1	0.426264754702098	-1.5	-1.68571428571	1	mesmo
0	jovem	feminino	media alta	-5.7938596491	0.5	-11.5	2	0	-0.0892857142899999	-1	0	-0.5	-1	0	lib_cen
1	jovem	feminino	media alta	5.115942029	0	2.25	0	0	1.375	0	-0.245112497836531	-0.53333333333	-1.83333333333	-1	cat_cen
1	jovem	feminino	media alta	-6	0	3	-3	2	-1.54850746269	0.666666666667	0.172800266547523	3.5	5	0	cen_lib
1	jovem	feminino	media alta	3.12280701749999	2	2	-4	0	-1.27850589778	1	1.07972719247073	3.2	2.25	0	mesmo
0	jovem	feminino	media alta	4.6666666667	-9	-0.94444444444	2	0	0.33333333333	-3	-1.49476469174958	-2.25	-2.6	0	cat_cen
1	adulto	masculino	media	-5.6	-2	-13	-2	-1	-0.125	-2	0.392317422778761	0.5	3.71428571429	0	lib_cen
1	jovem	feminino	media alta	-12.3333333333	-1	-9	-3	0	0.5	2	1.15869774601906	1.5	4	-1	mesmo
0	jovem	feminino	media alta	-4.2	0.04	0.06	-1	0.1	0.5	0.2	-0.483278360591785	-1.5	0	0	cat_lib
1	jovem	feminino	media alta	5.5945945946	2	-7	2.27777777778	-1	1.50769230769	-0.666666666667	-3.75488750216347	-5	0	0	mesmo
0	jovem	feminino	media alta	-1.5	-2	-13	1	-1	-1	-1.47619047619	-0.299560281858908	-3	-2.28571428571	0	lib_cen
1	jovem	feminino	media alta	3	1	0.333333333333	0	0	1.2	0	-0.471305718925589	-0.5	0.409090909091	0	cat_lib
