agrad%C3%A1vel?+ Rua Sebastiao Vieira da Silva 1273 +4.51122730411+ -7.2377593,+ -35.8781178
agrad%C3%A1vel?+ Rua Joao da Mata 490 +4.26211178715+ -7.221275899999999,+ -35.878598
agrad%C3%A1vel?+ Rua Sergipe 1337 +2.94974426817+ -7.2402849,+ -35.8901648
agrad%C3%A1vel?+ Rua Sebastiao Vieira da Silva 1273 +4.73254366617+ -7.2377593,+ -35.8781178
agrad%C3%A1vel?+ Rua Quebra Quilos 399 +5.14971727281+ -7.2212181,+ -35.8784341
agrad%C3%A1vel?+ Rua Elias Aforas 67 +5.17066778886+ -7.2217235,+ -35.8796868
agrad%C3%A1vel?+ Rua Doutor Antonio Telha 235 +4.70732552353+ -7.228861800000001,+ -35.8770351
agrad%C3%A1vel?+ Rua Severino Pimentel 439 +5.26767614632+ -7.2381014,+ -35.8942014
agrad%C3%A1vel?+ Rua Padre Pedro Serrao 353 +5.20160400439+ -7.2386466,+ -35.89318
agrad%C3%A1vel?+ Rua Deputado Ascendino Moura 101 +5.26327113326+ -7.2311999,+ -35.8768118
agrad%C3%A1vel?+ Rua Edesio Silva 602 +3.30923699901+ -7.2391592,+ -35.8926997
agrad%C3%A1vel?+ Rua Odon Bezerra 147 +5.06842740182+ -7.2358568,+ -35.8921705
agrad%C3%A1vel?+ Rua Espirito Santo 1288 +5.12697029539+ -7.241016699999999,+ -35.8916844
agrad%C3%A1vel?+ Rua Manoel P. de Araujo 370 +2.15306402493+ -7.218997,+ -35.8772512
agrad%C3%A1vel?+ Avenida Dom Pedro II 119 +3.90191795245+ -7.2207083,+ -35.8884384
agrad%C3%A1vel?+ Rua Severino Pimentel 439 +5.63142866695+ -7.2381014,+ -35.8942014
agrad%C3%A1vel?+ Rua Aluisio Cunha Linha 50 +4.79809170286+ -7.237159399999999,+ -35.8785662
agrad%C3%A1vel?+ Rua Joao da Mata 490 +4.1300968105+ -7.221275899999999,+ -35.878598
agrad%C3%A1vel?+ Avenida Presidente Joao Pessoa 128 +5.51116524896+ -7.2174077,+ -35.8858886
agrad%C3%A1vel?+ Rua Manoel P. de Araujo 150 +3.32593055251+ -7.221023999999999,+ -35.8766227
agrad%C3%A1vel?+ Rua Doutor Antonio Telha 68 +4.72074644111+ -7.2266243,+ -35.8743084
agrad%C3%A1vel?+ Rua Elias Aforas 202 +4.60678802874+ -7.2231559,+ -35.8796955
agrad%C3%A1vel?+ Rua Espirito Santo 1288 +5.22521868889+ -7.241016699999999,+ -35.8916844
agrad%C3%A1vel?+ Rua Riachuelo 455 +5.43521577387+ -7.2368779,+ -35.8935878
agrad%C3%A1vel?+ Rua Coronel Salvino Figueiredo 251 +4.36156083602+ -7.223122399999999,+ -35.8796762
agrad%C3%A1vel?+ Avenida Presidente Getulio Vargas 210 +4.43822277957+ -7.218849,+ -35.88700550000001
agrad%C3%A1vel?+ Rua Acre 635 +5.33914626178+ -7.237546999999999,+ -35.8943324
agrad%C3%A1vel?+ Rua Doutor Antonio Telha - Catole Campina Grande +5.63221222349+ -7.2278169,+ -35.8757053
agrad%C3%A1vel?+ Rua Padre Pedro Serrao 207 +4.2092173967+ -7.2385709,+ -35.8923707
agrad%C3%A1vel?+ Avenida Presidente Getulio Vargas 395 +4.76739278951+ -7.2186027,+ -35.8886794
agrad%C3%A1vel?+ Rua Riachuelo 847 +5.60465300772+ -7.240485100000001,+ -35.8931358
agrad%C3%A1vel?+ Rua Santa Catarina 1231 +4.54727294373+ -7.240326299999999,+ -35.89081669999999
agrad%C3%A1vel?+ Rua Odon Bezerra 306 +4.76052115957+ -7.2359324,+ -35.8935107
agrad%C3%A1vel?+ Rua Doutor Antonio Telha - Catole Campina Grande +5.41924427869+ -7.2278169,+ -35.8757053
agrad%C3%A1vel?+ Avenida Dom Pedro II 500 +5.66657965897+ -7.2198249,+ -35.8918285
agrad%C3%A1vel?+ Rua Olegario Mariano 139 +5.12798964887+ -7.229189400000001,+ -35.8752586
